ni,lukemod,lukestrong,denmod,denstrong
138.7472381,10.70303118,26.89430643,23.88578046,0.414621038
59.11386968,42.64708297,11.22024156,71.46113236,2.519550908
33.85689664,19.28036185,29.00285315,40.71852223,1.989451809
23.19655412,64.39430106,54.81096958,34.48724334,3.060565092
41.24628419,38.51811481,14.31798232,31.15569794,2.40397864
53.38659404,27.77026488,28.27076118,39.30714054,0.921954496
37.8435378,44.7647522,15.69537807,14.17396037,-0.072150018
17.85613143,36.24304472,34.21034412,72.69117687,2.688399081
41.57191713,25.56969687,21.60646973,47.83415823,2.42910657
12.25567858,18.68565755,21.16392212,49.93817092,2.430261105
49.81757668,4.485097328,115.9105606,31.92490362,0.345910952
29.1409902,23.05198523,18.27256614,32.45743193,0.61903687
32.94019718,50.56037987,28.34301935,29.59453403,0.756585806
9.38638516,33.76645037,16.85532736,55.04087252,-0.149379544
17.41399086,37.02411348,15.24229018,68.58046416,5.140414673
104.2699826,57.90031553,18.37041322,62.82275833,2.463220795
18.13456757,18.92147472,29.97582748,23.31263052,1.17199194
54.91952413,80.70700169,28.13320466,13.37005214,0.434842029
25.43377016,33.87661051,19.12633433,158.4397038,0.060648188
62.2520223,47.32304676,39.87779872,19.23881921,1.177914459
39.78605504,37.36180288,14.76421391,51.76671832,2.490535588
30.85154845,42.31984362,11.27534287,66.35047263,1.947722401
44.76941223,43.36787637,25.41847428,94.58874493,3.020061813
18.68527196,70.24063812,188.7549417,25.00635334,2.708814282
48.47425198,22.79794924,12.24137774,43.67404277,1.134845236
25.26534392,28.72236283,34.87696444,26.95669861,2.296930052
32.53469916,7.852560006,73.81185918,52.7638853,2.484003852
59.33120784,19.83559047,47.66450137,26.12018895,0.667296381
44.6247019,14.36709149,23.89604481,156.6087107,2.026541006
24.27810693,47.24697158,12.30433499,22.98836413,2.560426302
106.0989511,19.9621506,21.86179236,28.31772436,1.278802677
120.6490133,9.637125112,22.92468887,74.38404339,1.274993754
74.95964316,42.4718454,42.6624242,34.44635353,0.834028282
152.2932125,19.63848148,29.08324241,73.73741779,2.087308578
18.13988651,23.49632319,17.32321117,47.00836873,0.576281649
23.96516694,32.04809324,73.19667976,31.17712598,2.780208904
12.13331015,107.5056215,56.41513444,21.15281409,2.482576318
58.58651696,56.78487122,56.33942523,59.47050891,2.017504453
47.40153247,37.13731231,35.0639038,34.45098128,1.648386783
51.65490552,64.03668545,24.42651758,78.98750149,0.558001916
21.63767701,40.96658854,29.82534512,31.98322315,3.039988096
29.96883053,79.29251922,19.07598729,60.30728216,1.639565119
56.48320368,20.36301491,82.35620734,33.59436505,0.379930761
32.27498055,34.50617371,20.42409155,34.26913278,0.130126179
36.03871447,53.29467682,28.50633512,60.46693045,0.637383071
52.06810404,30.63882061,59.99136351,25.40826692,-0.04424247
21.7900947,23.2827517,25.64398951,20.40434367,0.817330764
55.69462625,36.97358453,52.29073123,38.62433557,2.389099516
74.89595364,129.0980318,35.85454522,31.12523508,1.005239542
43.75995247,180.3427903,37.83626291,77.76462274,0.43341464
109.4152818,16.14824491,10.70687393,64.5260946,2.056681495
40.56035146,48.84442439,97.82901694,138.3110233,1.220410354
96.22574963,106.4989324,4978.220384,141.6295274,3.202615776
17.66543487,21.24054081,15.1539861,69.95981396,0.555276741
45.99581051,36.1866175,52.68581333,110.1141177,2.980256336
53.84067284,36.39642955,50.3924463,17.75122585,0.932373134
30.79282035,23.21988037,11.9966712,32.20842,1.390650159
27.79167008,13.54219929,35.19039915,38.36641411,2.206446564
32.45590907,19.420261,4.787231933,64.10157773,5.632646218
36.15668977,35.35269855,45.83108817,12.9384817,2.448762322
40.40773196,44.42119953,42.67374853,19.61618353,3.438756682
74.98589376,255.2642255,21.83971508,16.16762014,2.044720572
73.54101103,53.8083379,18.30861107,49.27847618,4.326760603
26.3801194,85.34001476,39.41198328,32.78403666,3.624499058
45.67196543,78.36735679,14.00780426,35.57214038,0.698409779
45.92817229,67.78515391,28.03347013,22.60098031,1.797854776
33.60541002,31.76967228,15.18571915,70.75117308,2.232674144
47.29081144,19.93751219,9.434274343,20.70670223,1.742581892
240.8972347,34.19422289,12.34974387,18.79784666,2.016760148
43.35498895,28.17944763,18.16065984,14.4419257,2.501398708
35.7198501,53.3064218,55.42767335,28.85239042,0.693564313
29.22132059,34.14773659,20.54275638,27.62053059,4.438830127
20.03378877,31.69909916,60.74148119,16.18569336,-0.017939924
7.547041516,140.8879479,41.94110998,39.16273794,2.526973033
14.32590653,26.47164865,9.51089972,26.20939116,-0.071458547
24.40681735,30.31480517,28.34841588,58.45811888,1.12926272
73.9244343,46.43660152,85.64753482,48.07773076,0.894631256
77.50314709,32.1107712,34.66943821,20.93747505,0.839980749
32.23215201,49.57637733,34.89828499,46.35965959,3.118966985
59.67122014,37.11708825,10.24354241,68.37568644,4.850616964
26.62233117,20.89238749,13.88648654,46.48804093,0.905282359
69.52248915,26.45257874,51.78958525,225.5875613,1.837958276
99.63501697,34.68418143,70.01868395,27.15718767,1.573086697
44.45320461,16.55092362,21.43572671,43.20927519,0.528099105
77.91456271,62.6195802,15.16588139,31.04635339,1.316416384
0.826151329,22.46258152,21.14575258,52.97477855,2.512511398
30.21158794,55.36520424,75.62234891,52.94834089,0.856066533
66.98385325,20.50912644,29.16229863,33.10152279,-0.071694257
41.14881302,33.19312363,25.51660103,44.90840302,-0.181938853
41.55400181,60.1741984,10.34784697,30.1625318,2.026176206
56.53576185,216.5955012,15.07377293,51.08804123,1.087666021
116.5409034,8.872965589,45.3240825,110.8608895,1.820369346
32.50845793,11.7231949,32.55637878,54.88808497,1.371627767
44.08856146,27.42074411,17.23673063,65.12204307,1.410171711
38.42398066,31.66273262,22.56790572,18.34381596,1.410527
8.054836497,36.34642539,40.93341443,36.79125748,1.936433726
36.51631807,38.5555985,22.16670537,101.5297871,3.97715302
85.05415752,21.39906485,78.53277231,43.94255714,5.233464083
16.79411268,11.64779966,27.13501495,37.98417804,3.398749352
53.05133654,35.94258326,46.56910078,88.4276188,1.35394975
17.3774816,47.10063248,18.09075022,35.40178749,1.036487634
12.976488,19.79582327,27.09188711,115.8202567,2.535331669
22.97249089,56.22030482,17.55667205,23.5237476,1.609594762
99.12975737,32.65644476,23.11233627,21.64600427,0.054292623
161.19605,47.39222819,34.14883677,18.8467291,3.791186514
76.47540992,46.65731083,50.57402701,18.0581174,7.482548078
17.80061292,70.24380925,12.42448826,37.15600303,0.229915778
22.06597528,41.07585158,22.49911164,47.97972895,1.019220662
49.28566631,35.92910822,97.87880098,9.166547992,1.189840264
20.81306438,24.02494045,40.63865558,29.37862408,1.134216775
61.9036423,23.94939455,28.8883088,51.41524351,1.700911659
38.34290944,180.1728427,31.62386273,28.3155332,1.034433946
50.42663943,27.40569599,5.767754665,46.5782788,1.724002534
16.31018898,42.9180032,36.92925098,53.05039698,0.019799995
31.17110461,77.32493145,32.25254233,34.56917782,0.643419519
105.1168482,36.94019822,30.79700801,82.98538516,0.953128554
207.3625868,61.97010404,25.19635659,57.48781882,0.360280165
95.81093762,88.76917479,78.89118474,34.86815252,1.73908237
66.83688004,96.43942184,66.51694111,45.92861263,0.833554186
39.68763245,18.0657584,28.8280428,79.72865102,2.456389636
16.00796409,61.01310203,16.3925741,45.60348273,1.847163256
20.95673297,31.80462763,40.8976244,22.44131455,1.26422972
78.29014313,23.07772827,7.782796749,15.49976172,1.132904764
47.07217961,52.44089089,14.86533296,43.04403795,-0.862478351
35.00470995,39.09683897,54.99197678,51.70081544,0.243716426
44.17894344,28.66192742,33.71230819,45.42416981,1.886712699
43.1157835,38.89535878,36.85916666,61.26294087,2.941908201
34.15440615,23.88517872,71.28297855,36.03278872,10.81288592
19.67470779,75.44222353,12.74631431,43.37501563,1.382483279
72.45427631,72.40478248,25.16711054,24.50038504,0.355420406
118.5232021,116.2061464,24.48733313,47.82296553,2.814765761
228.3978592,43.73836111,22.932634,26.58194222,6.956471634
36.50790227,31.57914197,46.26348819,26.9867575,0.693448694
29.71031289,32.18564651,13.98544759,31.48710724,0.198410887
44.33495161,26.68167765,16.08421196,32.33344325,3.892998089
25.30627794,72.08127448,75.99237794,25.99898434,0.686458313
82.13435707,36.06973017,17.16692411,74.841082,0.932152362
69.36528723,16.44591664,13.53718745,41.23412244,3.025308892
94.09767406,43.17920941,15.10343844,9.594097066,0.631974304
30.827252,17.10144375,64.73970037,16.86388575,1.223437933
27.28550178,101.3810238,14.69538845,12.59672646,3.173376148
93.41108122,74.74602567,22.06011378,85.07523325,2.758465001
28.85719526,52.23876874,57.68743991,118.5931175,2.034442311
45.26594529,25.69047857,18.86822602,135.8215883,0.931639875
43.37523319,142.4079095,24.30434852,99.70169776,0.323875956
21.75087685,18.85506251,7.701321525,119.2210755,1.048994331
50.99298098,32.51489739,31.9681479,62.97817519,1.029108825
48.0377576,26.6186283,39.21820204,164.2605977,2.846165315
59.70384917,71.91576002,44.6822394,13.15084847,0.228148384
34.03555379,23.34113672,8.740343771,44.48655865,2.044840262
55.72200787,110.5497575,58.63013033,30.95923624,2.156317624
42.19589599,17.86512433,13.5212335,53.52908777,2.286164628
37.08341062,51.505275,53.68451584,12.40761443,4.384510884
35.62377052,50.70817107,26.11109123,32.77388733,1.165251451
29.91768357,38.233288,163.431403,47.74349621,1.857528165
15.9410425,44.29366899,9.413866581,39.85555805,1.529384046
44.34338804,19.35180559,32.49236137,97.27601439,0.349311392
29.8323139,38.91578909,21.27886191,19.79629478,2.222606916
79.19817824,37.43149746,21.45662131,9.156720006,2.569793774
61.52810885,44.96187446,26.48910021,34.33921967,6.572701781
40.15266496,71.30481203,43.04877961,26.80712631,2.120919178
32.26421239,24.73051553,59.30387189,28.17790177,0.120497188
23.95085867,43.31811802,10.41804322,23.01349227,1.904374652
24.72754803,20.76110714,30.65291668,20.44476384,2.369720281
34.12616133,72.76764311,31.86506434,15.14269678,5.512244196
168.4050085,54.8919467,27.06217859,36.00566295,1.229514028
37.44715597,41.68140524,15.92230861,19.99071046,-0.806737839
101.3860617,121.1698948,16.98994575,23.14278564,0.033056
30.94687847,24.48822674,42.0367604,36.56331899,2.593706283
44.49721731,50.28054886,146.8654185,44.27294495,0.168941149
129.1330231,46.40477687,27.0360364,25.015161,0.454724989
23.9599912,102.2663147,18.78318776,17.20890018,8.334284155
75.86892611,78.49011931,40.13987534,16.50080141,1.242796546
79.15158063,32.49798353,54.92800953,36.79561631,4.025362775
23.52752187,63.24560472,28.37870456,27.19459555,0.684358729
31.53947871,133.531693,24.55469228,45.90672833,1.971725784
38.5053171,189.062338,16.48983438,51.89913692,0.255008318
70.74553862,37.56521816,11.53486015,35.7583003,2.039171162
34.59280091,69.2492111,23.66228811,18.18743059,1.308261105
14.99863602,112.9328283,37.32561059,36.02851478,0.86924279
70.69515588,58.54082583,46.22188931,31.29313673,2.900144097
54.15403162,23.56256111,24.21607875,26.80102612,0.838686829
21.4945123,80.48169191,79.37174773,14.93757769,0.436919108
95.09649608,48.88771893,13.94174123,10.87106955,0.983763973
11.87760594,28.99470115,48.3264641,27.10317126,0.540475187
30.55508906,88.36405483,33.43441182,26.77583939,1.614371673
66.31500892,81.98146948,12.07124114,13.16931278,1.349208675
31.63563242,58.50895865,10.03296646,39.58649584,1.830442216
83.48435233,49.97094368,24.72565506,23.74905725,1.770228686
45.67254265,47.0196305,12.06044365,14.71830055,1.065416624
41.33833369,44.48057331,15.16033005,23.41502947,1.365239406
443.3330419,36.92477489,44.27201023,84.73535332,0.452127563
82.46151845,79.35696378,15.78428226,43.42435434,0.650054705
22.8146721,36.26820266,18.11076868,82.63238066,0.84925027
29.55166428,69.12762082,68.46704901,18.96039801,1.259786597
42.50171026,72.11284278,37.88854836,25.05591548,1.327691422
31.39747116,70.32856083,33.7667817,19.84486699,0.672725313
12.5102135,29.74182819,9.452770787,75.13042162,1.547079532
74.65488378,60.37675722,148.2057614,36.95595214,0.696247484
50.42169811,138.3173522,42.2242408,25.77215726,1.178930087
133.407635,100.3848083,14.86876888,34.61580316,1.335803771
53.85302158,46.0175398,39.11271769,58.33270916,0.777768015
60.53481744,22.00138723,51.92417263,36.32044977,0.877664558
111.4087702,174.9526408,7.969053727,67.47989978,1.434826034
42.37436849,9.175039511,57.25926733,103.3685072,2.545021466
37.71266686,27.33434542,22.44730165,35.06506731,1.663883236
16.10735191,17.85591391,13.42474791,18.43257242,4.246528506
15.65190944,35.98409294,27.87742349,20.12201729,2.912912809
41.42599478,62.64276715,58.49630033,37.66573669,-0.200122017
14.74319606,42.16827305,7.001116173,74.15400869,1.772465862
43.5097106,136.7332379,19.36271437,33.69790255,1.278571892
24.45519569,71.05842412,21.98423854,20.91598575,2.840020084
11.02980756,44.90339205,18.46194442,41.84300543,6.015211733
23.16994355,48.06376057,62.54885723,26.95628958,3.543904055
34.90392313,40.68927277,15.5570982,40.46768225,-0.216447406
29.44416406,21.15986236,11.06756467,11.16914544,1.026941809
82.60672303,91.69495987,41.87163926,19.9668652,0.851649494
59.28553074,33.50215916,33.27094807,46.14894327,1.273363869
56.96503054,69.95406894,16.56186736,28.93676456,-0.246896005
63.32889731,50.25189892,28.73989125,55.64665518,0.95131978
56.8540496,225.9674731,39.98789403,23.09003676,0.988707562
33.99037683,14.64939971,42.90069688,29.57972936,3.322310478
53.38355586,27.34318441,62.96040003,40.31137263,0.774886073
27.74809384,17.84135414,56.1453757,16.4528082,0.720843519
76.34734824,42.56684861,11.80710101,41.72589947,0.225350812
56.17661212,12.9246861,32.09079232,82.97456779,0.344336249
71.94207861,56.70422534,63.73118981,20.85804811,2.096508142
34.58049766,23.79200447,140.5703409,45.43610015,3.424969787
33.45465791,15.13328159,14.87369734,23.28386247,0.78587498
56.64568513,39.90678735,27.55446239,42.55324437,0.324960713
56.20979848,32.88733161,72.74629544,238.4089521,-0.353765305
26.31326334,67.92105732,32.87631454,92.47280444,1.457705391
68.73824648,20.81896163,17.38845445,22.18774203,0.891987264
21.1934345,19.36026465,10.98710205,46.96163257,2.880838836
49.47798381,27.86233651,15.5271921,82.75002913,1.583564188
23.8609194,14.578738,13.48879201,18.44828907,1.238376869
19.78600448,30.77288355,17.7360409,37.0718557,0.370318448
12.45906523,17.31498783,15.51967865,29.64538371,1.575701826
7.678948972,45.14376662,31.44542536,76.38851315,1.259479353
37.33352305,28.37918739,9.732599025,7.836810647,1.587137549
44.13531268,47.29640392,33.11181183,73.55495061,0.275560899
46.71769428,45.46478047,33.18747158,23.68834472,0.869218936
30.52043173,33.72041219,27.85338425,65.18631768,2.348219871
141.8332427,26.58467762,26.32516043,25.45912925,2.787461651
106.4893303,63.29714227,14.43289392,73.56775861,2.699492928
16.92068874,81.30394991,21.97244042,23.32680502,2.632718729
30.1710731,8.646669492,14.1038268,73.50147569,1.222841221
23.9406032,41.94025717,14.1039987,13.50394802,10.35801465
22.40049063,13.31590504,54.93730814,61.28417978,2.363115811
50.92160441,23.52953213,19.21951497,212.5221146,0.846248887
79.15370245,1889.54056,7.649172744,40.05195335,4.19696662
15.21706538,18.28564633,25.70169394,82.8531851,4.444104954
41.5569502,30.92968798,11.18675824,33.05190259,1.746002236
59.70698895,50.0233769,24.0019373,14.91078082,1.21168429
31.88070358,17.26087529,95.35287031,138.6887981,1.573364768
50.31250515,27.9537327,25.30242156,22.38046083,2.97359555
23.69690373,9.600754204,27.26559796,19.00352494,0.915121915
75.6647228,41.48104597,51.80253255,32.0491895,2.649218672
25.32235284,14.85471124,28.76920537,20.29015436,0.211940907
42.74673395,70.85144983,21.44238476,79.84373137,4.146871282
58.10211,39.78511561,18.27081796,86.07342122,1.473058653
16.67759725,63.69492124,118.1694462,41.56746193,2.440373113
110.5672433,21.91523635,20.53591568,27.24557629,1.127736528
43.31366425,26.72629322,17.84575719,50.37883751,0.98802381
28.40735646,25.53662977,43.87916733,37.73834491,1.194779646
50.48284268,69.97283667,65.18812236,42.18275387,2.452245443
13.08871186,27.7893055,41.47039354,40.7544226,2.292545983
5.822675126,44.48229688,45.31686198,9.305400125,2.126665575
51.64756652,57.19349855,95.99908536,13.93384499,4.093640678
35.63442182,44.53628707,30.55492169,32.00419282,0.942557045
20.35845574,33.00460677,20.5655182,16.50507594,0.468149615
48.8459063,60.87345574,41.61035766,28.89874852,2.580216177
39.76983904,37.25061155,10.57389532,68.03986929,2.52387057
29.07700597,93.80125616,61.10041122,15.56359878,0.570679857
98.89452572,59.09705788,19.19422402,67.30647084,2.255830176
26.3493686,27.81182488,31.24810362,36.68204236,3.440063093
18.18191216,9.700377306,26.32250472,19.81594508,1.939368941
14.13233149,37.62287856,14.16704058,26.48406271,0.430874931
17.75191489,26.91519707,31.49675589,15.28039089,1.201524299
15.34428175,28.28631276,53.76831507,29.47494078,1.469520147
86.19407736,22.28465097,35.54940702,31.1655419,0.532729401
25.91381302,37.26297404,25.98525592,85.64849582,1.977288459
16.78975045,153.9390397,26.14731845,39.66312765,0.993364389
35.15243787,90.53343003,29.08858483,52.26991052,1.141840549
31.61177783,24.46004413,17.42708935,64.51054077,1.174201856
48.87681158,82.41005652,15.26707401,96.4822618,1.097966659
39.44786057,27.64940739,78.95462363,22.02652816,2.123876816
77.30281392,57.63761592,6.51682288,56.70737226,0.276184337
51.44447955,39.46220547,24.09329207,32.86610489,0.586318691
49.15765998,52.7453648,7.212289382,12.24392253,0.794945854
15.7648513,72.96425913,63.56613809,34.77706157,0.949549094
142.4873574,9.860487243,23.07502867,40.02383829,4.090983103
27.40832822,24.42227603,11.1731768,35.78844703,1.812587819
48.08015422,127.1105522,32.81197305,32.54410366,2.096186187
60.91510892,15.8406684,36.07647132,17.8937268,0.988233978
28.3516174,24.20185509,21.94050747,45.79522886,-0.142179053
69.05325519,57.62324786,20.98899562,56.5297037,0.586615896
101.6563816,72.49576649,28.09724085,38.1781798,3.214233618
20.33760117,48.06412676,106.1065233,9.759658491,0.393531881
92.8814196,48.05579948,13.62125447,59.90342039,0.097495592
62.93422252,45.72032576,6.888497659,43.45538778,2.237804134
90.75898751,19.46222578,57.11133837,5.579598697,1.850838501
12.49113411,56.28922697,2.876821687,20.53270857,1.099967332
47.64183438,21.85603306,53.10672572,39.93251718,2.856192774
18.32033321,18.81034993,6.229998888,40.98123233,1.540594317
59.64420527,32.172243,82.5778067,291.8862633,1.480210599
23.17640178,10.64431181,18.99909468,19.78544477,1.397784457
92.04093248,48.6634729,43.28669728,56.56493425,3.29635314
25.71004092,32.80599402,18.68285525,39.02433109,2.66333704
54.26932993,24.99456925,12.75258276,207.2319672,0.671956389
19.58717869,12.84781418,46.46379193,33.9145523,1.528277332
42.38579962,27.64541288,31.51565375,66.18864723,0.282021977
43.55313548,135.9117046,52.78193971,15.25240312,2.733190518
23.45765986,38.17710846,32.9420867,120.7648763,2.277594112
406.9078867,33.3912709,17.11927694,38.12665251,1.351097063
31.51931676,21.23705092,86.52308587,31.42147811,1.670028077
30.04976453,46.88595006,32.90508199,41.15028716,0.996540522
63.88643027,39.77110755,80.5143906,33.18613738,1.980583554
8.517296072,68.32079431,18.5301351,49.55271229,2.806486857
55.68019094,23.18876258,20.10417769,12.43846986,5.851246902
132.1987372,25.93258928,15.80121165,96.09643384,0.690231078
45.09282938,62.04718343,55.36589247,14.55283344,2.603025003
41.17861438,117.9512525,31.62080893,42.853171,0.607014783
158.9787529,20.94336606,24.52508975,42.43462078,2.352050622
45.05348939,38.28265415,98.11088495,76.86744615,0.905962415
17.30249463,79.34120412,49.72992016,44.08076553,1.66144883
97.83197007,31.19334987,180.9939171,19.83109348,3.565226682
52.31249754,32.6871653,17.66000079,49.59221065,1.103611423
39.51845941,14.9613083,26.61629449,38.17737931,0.686874524
32.16360952,27.46465818,55.0433592,32.96039361,1.430943409
24.90474748,70.422207,36.34103858,38.25449164,1.147543478
36.01228628,88.95873421,32.87153864,45.24623443,2.173316095
43.089587,65.14746646,31.23320437,38.4894192,-0.769783423
51.84897862,25.09682568,63.86328634,28.11019489,0.821054135
280.5378233,45.52510118,17.70500866,106.4000215,1.282021942
121.8206035,84.59100345,11.88182123,55.69066012,3.73698547
32.5162755,10.74410768,35.34011871,54.98693946,0.803398976
