mu,sigma,tcr_mean,yrs,thresh
0.6,0.14044,1.25213332976836,78,1.3
0.5,0.14044,1.25278172502683,92,1.3
0.4,0.14044,1.25423498079839,93,1.3
0.3,0.14044,1.25675063125329,98,1.3
0.2,0.14044,1.25514327188471,101,1.3
0.1,0.14044,1.2571218284957,103,1.3
0,0.14044,1.25560283362202,106,1.3
1,0.12218,1.25451283498,56,1.3
0.9,0.12218,1.25996900121307,73,1.3
0.8,0.12218,1.25471454317307,77,1.3
0.7,0.12218,1.25121202706991,89,1.3
0.6,0.12218,1.25317210247716,94,1.3
0.5,0.12218,1.25298024080083,99,1.3
0.4,0.12218,1.25425164030179,102,1.3
0.3,0.12218,1.26184404822251,107,1.3
0.2,0.12218,1.25227684659348,110,1.3
0.1,0.12218,1.2501494771649,114,1.3
0,0.12218,1.25108419612377,119,1.3
1,0.10392,1.25102760540364,72,1.3
0.9,0.10392,1.25684986410693,78,1.3
0.8,0.10392,1.25393467065881,93,1.3
0.7,0.10392,1.25865275610357,100,1.3
0.6,0.10392,1.25327860621511,104,1.3
0.5,0.10392,1.25376985362209,110,1.3
0.4,0.10392,1.2580772127644,117,1.3
0.3,0.10392,1.25673539632681,124,1.3
0.2,0.10392,1.25242168958704,139,1.3
0.1,0.10392,1.21833369732456,140,1.3
0,0.10392,1.17653362849268,140,1.3
1,0.08566,1.25022754930478,78,1.3
0.9,0.08566,1.25245982246717,97,1.3
0.8,0.08566,1.2507782615762,104,1.3
0.7,0.08566,1.25692927076439,114,1.3
0.6,0.08566,1.25138257474607,124,1.3
0.5,0.08566,1.23782113498591,140,1.3
0.4,0.08566,1.19005240958679,140,1.3
0.3,0.08566,1.13320406059637,140,1.3
0.2,0.08566,1.06423366882661,140,1.3
0.1,0.08566,0.97884982824149,140,1.3
0,0.08566,0.859702258222965,140,1.3
1,0.0674,1.25132848438878,101,1.3
0.9,0.0674,1.25184317213853,114,1.3
0.8,0.0674,1.24877951914703,140,1.3
0.7,0.0674,1.18975167173406,140,1.3
0.6,0.0674,1.12219930228132,140,1.3
0.5,0.0674,1.03940357744593,140,1.3
0.4,0.0674,0.941120835284392,140,1.3
0.3,0.0674,0.827595371650871,140,1.3
0.2,0.0674,0.704911007939134,140,1.3
0.1,0.0674,0.573287881942368,140,1.3
0,0.0674,0.435889547667876,140,1.3
0.1,0.10392,1.26306979715046,142,1.3
0,0.10392,1.27038372674507,145,1.3
0.5,0.08566,1.30546587567631,145,1.3
0.4,0.08566,1.26868508546912,145,1.3
0.3,0.08566,1.25393079326948,147,1.3
0.2,0.08566,1.25132842111346,149,1.3
0.1,0.08566,1.25388025369836,154,1.3
0,0.08566,1.2540938909071,156,1.3
0.8,0.0674,1.36404966762848,156,1.3
0.7,0.0674,1.33677896994039,156,1.3
0.6,0.0674,1.30382980360382,156,1.3
0.5,0.0674,1.26349139340437,156,1.3
0.4,0.0674,1.25886906985148,159,1.3
0.3,0.0674,1.26079407003264,163,1.3
0.2,0.0674,1.25951256477766,167,1.3
0.1,0.0674,1.26288252880653,171,1.3
0,0.0674,1.25532125214373,175,1.3
