year_to,samp_size,series,mean,q025,q975
1898,33,lukestrong,0.999303130579366,0.842766346514449,1.16525116953193
1898,33,denmod,0.0191799499066853,-0.459984034343328,0.505041005580452
1898,33,denstrong,0.0010037624554791,-0.125947584560789,0.128248834863834
1899,34,ni,0.557838325056976,-2.23360836982846,3.32356881184226
1899,34,lukemod,0.985413186771659,0.503173635333807,1.4902588767401
1899,34,lukestrong,0.998392436583491,0.843386963720939,1.16463668391621
1899,34,denmod,0.0192920544475997,-0.459578030426904,0.501934827564122
1899,34,denstrong,0.00069136319278157,-0.126843292960024,0.129051186839795
1900,35,ni,0.596420584727403,-2.113331004671,3.34040016725723
1900,35,lukemod,0.980508391052385,0.489888228056875,1.48256218095464
1900,35,lukestrong,0.998688716637419,0.843193913045798,1.16417296895082
1900,35,denmod,0.0162727139203045,-0.456949178584974,0.501388671477014
1900,35,denstrong,0.00166267296416393,-0.124655549358567,0.128156720921655
1901,36,ni,0.573190667111339,-2.09132462725005,3.25365623696566
1901,36,lukemod,0.981769643388095,0.492286318968029,1.47609808260736
1901,36,lukestrong,0.998162685864629,0.841985106418504,1.16307265415637
1901,36,denmod,0.0250186873004903,-0.45438890026051,0.498762857116915
1901,36,denstrong,0.000968219054469266,-0.126868950925162,0.128318779893588
1902,37,ni,0.59665745782614,-2.00813854557306,3.21854639580653
1902,37,lukemod,0.985342048158633,0.497123314488514,1.48903866423131
1902,37,lukestrong,0.998662884760373,0.840968057262133,1.16221377583197
1902,37,denmod,0.0218274904582504,-0.462057268877121,0.508206947568262
1902,37,denstrong,0.00187800642938551,-0.125924229019821,0.129457618085574
1903,38,ni,0.593845599503603,-1.96322937676834,3.1525992493468
1903,38,lukemod,0.981533968707115,0.493149105748309,1.47853522732668
1903,38,lukestrong,0.998639497017212,0.843379418150624,1.16543375137619
1903,38,denmod,0.0241574910924801,-0.464594716391316,0.515333781560498
1903,38,denstrong,0.00123309591580859,-0.125602334148245,0.130079610096302
1904,39,ni,0.587290602949804,-1.93198197898532,3.13828786728723
1904,39,lukemod,0.988569813805876,0.50763314519299,1.49233524946641
1904,39,lukestrong,0.998192309044031,0.841774698857334,1.1649317372254
1904,39,denmod,0.0220762512020711,-0.455808940755209,0.499098642347195
1904,39,denstrong,0.00230165783148026,-0.123218618501605,0.129904275165228
1905,40,ni,0.554238499278188,-1.90353478766509,3.03330880892914
1905,40,lukemod,0.982798083761509,0.497152053914592,1.4808357619888
1905,40,lukestrong,0.998361272125812,0.842660257623911,1.16283401831907
1905,40,denmod,0.0259673758279063,-0.458071521591051,0.503332734432987
1905,40,denstrong,0.00144735465189649,-0.126269480062538,0.129050417116235
1906,41,ni,0.878915861855773,-1.50153483235136,3.26017962758624
1906,41,lukemod,0.995706234154346,0.508575245628285,1.49552465992296
1906,41,lukestrong,0.998666505985332,0.843564761463653,1.16238458573831
1906,41,denmod,0.0390577502905942,-0.439599474922371,0.520661242453199
1906,41,denstrong,0.00226780550409714,-0.125970339149169,0.129755997308283
1907,42,ni,0.784723821175524,-1.55339404330086,3.15325213734365
1907,42,lukemod,0.993544135800907,0.509744931199883,1.49077899765965
1907,42,lukestrong,0.998980774363013,0.842976331614975,1.16451150429164
1907,42,denmod,0.0339141743500705,-0.446514765102999,0.517942107998566
1907,42,denstrong,0.00270674283984205,-0.124509522645054,0.130271974253767
1908,43,ni,0.27019666454555,-2.07001737520485,2.59601814214984
1908,43,lukemod,0.96510267178815,0.484930206723516,1.45750087994247
1908,43,lukestrong,0.998594573661198,0.841801906426077,1.16223628397101
1908,43,denmod,0.0170292001262238,-0.455717098661624,0.487372076254808
1908,43,denstrong,0.000811746203837953,-0.125663479544119,0.128898203545527
1909,44,ni,-0.161932356658399,-2.50738893291785,2.19002631603567
1909,44,lukemod,0.945238272182029,0.466598745330614,1.43568743350941
1909,44,lukestrong,0.995525670215466,0.843086065862342,1.15905050989833
1909,44,denmod,-0.00513867858029579,-0.490053722249828,0.471805614707239
1909,44,denstrong,0.0002062712071477,-0.127383124714133,0.127403652814346
1910,45,ni,-0.132516238267351,-2.48929492513368,2.15986800358795
1910,45,lukemod,0.955112462320123,0.470550001532604,1.4443827064462
1910,45,lukestrong,0.996131911773377,0.840873588128977,1.1626621202529
1910,45,denmod,-0.0057839685935024,-0.490120857679688,0.476262735700562
1910,45,denstrong,-0.00087914445094839,-0.128345461921584,0.127521239476699
1911,46,ni,-0.171704708385752,-2.54904594210512,2.18404568993078
1911,46,lukemod,0.952225266477409,0.475113096218219,1.44435009048452
1911,46,lukestrong,0.996037167405463,0.839584495701071,1.16200647621104
1911,46,denmod,-0.00987706801264315,-0.487413097131231,0.462886354552587
1911,46,denstrong,-0.000749982179467247,-0.129104358506772,0.126588478088142
1912,47,ni,-0.199304930172702,-2.54305991649382,2.13554075579622
1912,47,lukemod,0.950547407863549,0.464648800648007,1.45338851008614
1912,47,lukestrong,0.996404908373706,0.840336555766876,1.16122789418765
1912,47,denmod,-0.00941940761804506,-0.496508135072448,0.471254293069029
1912,47,denstrong,-0.000506451319976699,-0.12843501890637,0.126672420502562
1913,48,ni,-0.292556607445494,-2.69601454634284,2.07738207147624
1913,48,lukemod,0.941040491563187,0.456265678495301,1.43670399404386
1913,48,lukestrong,0.99593564305216,0.83915977475185,1.16090834790449
1913,48,denmod,-0.014593581208079,-0.491450235127978,0.468821244804605
1913,48,denstrong,4.14749076266018e-05,-0.12775011035111,0.12556661263866
1914,49,ni,0.289587826798729,-2.23097193150742,2.82252426397605
1914,49,lukemod,0.970614532275514,0.480515043173246,1.46792450973368
1914,49,lukestrong,0.998642725724509,0.840679116310534,1.1657058881931
1914,49,denmod,0.00944025199373848,-0.469110606566464,0.48729072308494
1914,49,denstrong,0.00129844886036516,-0.124663598659623,0.126985136728003
1915,50,ni,1.0209110485556,-0.951709101638298,3.02616590169496
1915,50,lukemod,1.00567496173118,0.530559236860054,1.49308275818287
1915,50,lukestrong,1.0003857211606,0.842102391815301,1.16843197933867
1915,50,denmod,0.0645539840903149,-0.408052301360244,0.533823530932302
1915,50,denstrong,0.00380680520638912,-0.12343637058318,0.129626479620084
1916,51,ni,0.65126984377003,-0.985139933903664,2.29922711505526
1916,51,lukemod,0.965245573214382,0.494805274817698,1.45539082284685
1916,51,lukestrong,0.997210579739488,0.842240672593107,1.16053042217195
1916,51,denmod,0.0563363175897847,-0.408912001931942,0.519661789056856
1916,51,denstrong,0.00369352204863934,-0.122692792327948,0.130229427391829
1917,52,ni,0.829917240225664,-0.680800787254478,2.33606288695256
1917,52,lukemod,0.986483003505633,0.526116462758271,1.46560163160891
1917,52,lukestrong,0.9981908167562,0.843931455605869,1.16175325128576
1917,52,denmod,0.0834952765987337,-0.376919993231436,0.548255780550176
1917,52,denstrong,0.00608711344370402,-0.120293670293044,0.134268698331283
1918,53,ni,1.10114667492614,-0.318288375139007,2.52537014194591
1918,53,lukemod,1.00871345705115,0.539927644041021,1.49296599593182
1918,53,lukestrong,1.00002131461097,0.842500971282041,1.16604926250804
1918,53,denmod,0.115248197467287,-0.349172245680845,0.588465420109805
1918,53,denstrong,0.00895683962170539,-0.11800444882694,0.137335033751235
1919,54,ni,1.20327832868648,-0.102426014836886,2.5219112473489
1919,54,lukemod,1.02979612880318,0.567518003287839,1.50670505225615
1919,54,lukestrong,1.00089627761674,0.845179071160322,1.16609491688478
1919,54,denmod,0.144635834197715,-0.32536278298436,0.615934422577771
1919,54,denstrong,0.0115853310058307,-0.1167826307838,0.137973162502896
1920,55,ni,1.51355567683891,0.157380233635932,2.89642335877198
1920,55,lukemod,1.05984929571221,0.601706890893037,1.54931757341592
1920,55,lukestrong,1.00330183847604,0.848284687346166,1.16657064486743
1920,55,denmod,0.17346462467055,-0.288047768818187,0.640199700405038
1920,55,denstrong,0.0131855224054253,-0.115470377410483,0.141465493499234
1921,56,ni,1.89697320306531,0.519087082596317,3.31123517341188
1921,56,lukemod,1.10840127887855,0.641043825399163,1.59354863437337
1921,56,lukestrong,1.00705941548336,0.850242552207847,1.17488644715941
1921,56,denmod,0.20043691926952,-0.27106142573402,0.67350132536307
1921,56,denstrong,0.0144933317869667,-0.112515233236001,0.140337772178817
1922,57,ni,2.02197680318652,0.642415105817519,3.42322312797121
1922,57,lukemod,1.11165037417983,0.637139444478031,1.5911646365774
1922,57,lukestrong,1.00908559564189,0.854534814977112,1.17323836068617
1922,57,denmod,0.207545568545393,-0.267642637646092,0.677552656111245
1922,57,denstrong,0.0147034959446162,-0.113051715702342,0.141857092983003
1923,58,ni,2.12231080362687,0.755498612258001,3.53260346509844
1923,58,lukemod,1.12373211502453,0.660351664555135,1.6053373551701
1923,58,lukestrong,1.00980578398309,0.854136698877145,1.17353681285244
1923,58,denmod,0.219752810151618,-0.251221606587676,0.696288988920181
1923,58,denstrong,0.0159245786884918,-0.111729181036288,0.143561227260126
1924,59,ni,2.11722645950513,0.794564248980773,3.46117925459197
1924,59,lukemod,1.13111158719839,0.667589110595256,1.60858667137265
1924,59,lukestrong,1.01027544435424,0.854721672033118,1.17688543674102
1924,59,denmod,0.237693306949599,-0.232210596612138,0.711064986158003
1924,59,denstrong,0.0167389138760584,-0.109406798520885,0.146202423772512
1925,60,ni,2.20592293116017,0.935153645591343,3.48092769893723
1925,60,lukemod,1.1614466350046,0.69956500358325,1.63806296021778
1925,60,lukestrong,1.01204005893541,0.853794992093545,1.17759310335891
1925,60,denmod,0.266977224799949,-0.200648387901338,0.738042818079477
1925,60,denstrong,0.0202986168219348,-0.105951934262269,0.149100486745627
1926,61,ni,2.09120944748571,1.01111478582631,3.20171651395931
1926,61,lukemod,1.18330059989999,0.72392065806998,1.65035997878225
1926,61,lukestrong,1.01496539941752,0.85909779535471,1.18229839329108
1926,61,denmod,0.314186663596003,-0.150557022266255,0.780979500178105
1926,61,denstrong,0.0230636245096565,-0.103913323346545,0.14988471158892
1927,62,ni,1.76303702985049,0.798932425243043,2.75802789428051
1927,62,lukemod,1.15497457553091,0.710295248197022,1.62135256762052
1927,62,lukestrong,1.012673781991,0.854832810772881,1.17812110820436
1927,62,denmod,0.327861752936956,-0.129806686678996,0.779740561631604
1927,62,denstrong,0.0260758510672194,-0.100711889826713,0.154233871533143
1928,63,ni,1.73024855257163,0.83575684280127,2.64419608913069
1928,63,lukemod,1.17274792679137,0.733929862149351,1.62570389019892
1928,63,lukestrong,1.0149803283327,0.857487478233605,1.17859919484626
1928,63,denmod,0.36371549859132,-0.0833010227300122,0.817889884478875
1928,63,denstrong,0.0290991689713644,-0.0979234227000785,0.1556014094892
1929,64,ni,1.58465866696264,0.73524843370294,2.45497093968332
1929,64,lukemod,1.14797456248903,0.710347198027023,1.59936627567646
1929,64,lukestrong,1.01213803857953,0.856816844328927,1.17676609145935
1929,64,denmod,0.364135050923014,-0.081626113113682,0.79988581400866
1929,64,denstrong,0.0300150962516147,-0.096420706168784,0.156447560721597
1930,65,ni,1.65286478026703,0.855106339373113,2.47049207035849
1930,65,lukemod,1.18557061512207,0.759039560835211,1.63150287750825
1930,65,lukestrong,1.01675827238087,0.860984566520555,1.17971814139383
1930,65,denmod,0.420313316610422,-0.014330932409576,0.865117310941873
1930,65,denstrong,0.0343306969150824,-0.0944418239665566,0.161543697952523
1931,66,ni,1.65715446712968,0.920268895711498,2.41394376908412
1931,66,lukemod,1.20638750467533,0.78134404787642,1.64149243854239
1931,66,lukestrong,1.01783423909327,0.859389430152464,1.18314398892385
1931,66,denmod,0.470113819436933,0.0359023225961247,0.897493428057108
1931,66,denstrong,0.0397700436084496,-0.0872971426418077,0.167085887476642
1932,67,ni,1.50847413119779,0.80799919390765,2.22553640978009
1932,67,lukemod,1.1756995654578,0.768139225560007,1.60037575031712
1932,67,lukestrong,1.01635814322669,0.860088726655619,1.17998362344443
1932,67,denmod,0.473294732296748,0.0512419297512882,0.895295033696763
1932,67,denstrong,0.0409376990844372,-0.0876168508527851,0.166379502558272
1933,68,ni,1.29040836277168,0.611755906954401,1.99371862515625
1933,68,lukemod,1.09846146726123,0.697337955702748,1.51815399266897
1933,68,lukestrong,1.00965671560225,0.855067307659814,1.17414240724748
1933,68,denmod,0.422876570622886,0.00276586621110849,0.843979697093769
1933,68,denstrong,0.0374048831887458,-0.0892807971408988,0.166347667042639
1934,69,ni,1.36282280736303,0.7115199512266,2.03311783302883
1934,69,lukemod,1.12964348104799,0.724448395315271,1.54217871189661
1934,69,lukestrong,1.01387954649089,0.858050459990517,1.17772647738405
1934,69,denmod,0.469471143324143,0.0584884699542664,0.878051431791437
1934,69,denstrong,0.0418906702707997,-0.0834464809726415,0.168190161417979
1935,70,ni,1.35309630822282,0.739358125494816,1.99678220525494
1935,70,lukemod,1.1376494389027,0.747016297340877,1.54367216151945
1935,70,lukestrong,1.01533986151489,0.860904993793271,1.17941496777876
1935,70,denmod,0.498507794822546,0.0946138140754859,0.899706959528164
1935,70,denstrong,0.0461599270163954,-0.0811614657689145,0.171979274906686
1936,71,ni,1.27435777605446,0.695660598168885,1.87361842896961
1936,71,lukemod,1.11203683345225,0.717653070679743,1.51445518697686
1936,71,lukestrong,1.01272510654957,0.85942107777701,1.17554034156592
1936,71,denmod,0.512472147103294,0.108846207291788,0.913434383354266
1936,71,denstrong,0.0499098444204764,-0.0751821033446339,0.177010430250452
1937,72,ni,1.26556261720251,0.733103288283734,1.82129483435327
1937,72,lukemod,1.1225183853563,0.749904046714453,1.50693330937322
1937,72,lukestrong,1.01386345399846,0.860570662416305,1.17630353041087
1937,72,denmod,0.551295263646337,0.15938547393909,0.937208469312047
1937,72,denstrong,0.0539904399377877,-0.0729393811705525,0.179807324322236
1938,73,ni,1.33139778219981,0.812231350241664,1.86143000367075
1938,73,lukemod,1.16129050509301,0.803011408699756,1.54292582703903
1938,73,lukestrong,1.01955611019964,0.863958362343969,1.18252834398593
1938,73,denmod,0.610645965794705,0.230729399934826,0.993572227160988
1938,73,denstrong,0.0605713685362975,-0.0652526382582293,0.186999707019008
1939,74,ni,1.36455434345136,0.863319355546502,1.87525277379634
1939,74,lukemod,1.18466771506061,0.81927121330724,1.56051139521662
1939,74,lukestrong,1.02330225982697,0.870591194210212,1.18638055838376
1939,74,denmod,0.654271076385854,0.266447169813912,1.03216335595144
1939,74,denstrong,0.0655841691705687,-0.0601947795677834,0.191456681804538
1940,75,ni,1.45550300176283,0.977901481834046,1.95599557000119
1940,75,lukemod,1.23612378605356,0.873567677320596,1.61248898421021
1940,75,lukestrong,1.03063017706805,0.877266271330368,1.19498311406087
1940,75,denmod,0.710147250521293,0.324266921135394,1.08846454246074
1940,75,denstrong,0.0692465827515032,-0.0587579506005674,0.196230922625398
1941,76,ni,1.46333164677559,0.987260313235905,1.94809280815744
1941,76,lukemod,1.24509600109362,0.891761429919055,1.61530337237529
1941,76,lukestrong,1.03187534418063,0.876682480332313,1.1943440458427
1941,76,denmod,0.740410489708438,0.366125287891259,1.11093875866778
1941,76,denstrong,0.0740891197478292,-0.0516638275190179,0.202165802413885
1942,77,ni,1.48583470186866,1.02545271299752,1.96540404292846
1942,77,lukemod,1.26829956605207,0.923910276253015,1.62760782493294
1942,77,lukestrong,1.03572976516128,0.881271381069378,1.20023900345997
1942,77,denmod,0.767211090692103,0.390875258236852,1.13727937918144
1942,77,denstrong,0.0776898034238357,-0.0497429965804335,0.206892072193892
1943,78,ni,1.56352744350883,1.10359371750761,2.04494379124009
1943,78,lukemod,1.31027204932668,0.963309545096227,1.66975939449912
1943,78,lukestrong,1.0411363568895,0.886224685322312,1.20628651071796
1943,78,denmod,0.810366641490736,0.43500333766144,1.18355847018308
1943,78,denstrong,0.0778440215304935,-0.0474318767622238,0.205750990880452
1944,79,ni,1.61651637813127,1.15436285931665,2.09558503605988
1944,79,lukemod,1.33731092326692,0.991130465621185,1.7002350321242
1944,79,lukestrong,1.04492689381207,0.888756571464161,1.20974617833155
1944,79,denmod,0.837124383663278,0.458193139490498,1.21744392448845
1944,79,denstrong,0.080015306867541,-0.0466221632132144,0.207471990372489
1945,80,ni,1.64944512859015,1.19707583265315,2.1223850996749
1945,80,lukemod,1.36797586017367,1.011812021521,1.72661289659439
1945,80,lukestrong,1.04881428226582,0.891588576374888,1.21375175947766
1945,80,denmod,0.868759033797522,0.487706838505917,1.24702300752653
1945,80,denstrong,0.0832925415250987,-0.0431342120676224,0.210185497454774
1946,81,ni,1.65197485728895,1.21321060896448,2.11186941814563
1946,81,lukemod,1.37101918668669,1.02188426698921,1.72631246413187
1946,81,lukestrong,1.05129429256095,0.896568422146148,1.21405436759735
1946,81,denmod,0.891600960202833,0.513872308526056,1.26051116608057
1946,81,denstrong,0.0857090741167617,-0.0401513602351521,0.2145443505102
1947,82,ni,1.71402888943062,1.2792406031806,2.17002359775764
1947,82,lukemod,1.41328845838155,1.07064019690743,1.77130038096387
1947,82,lukestrong,1.05646394905558,0.898519286061531,1.22166768945347
1947,82,denmod,0.935531571374175,0.55858267026169,1.3088883392547
1947,82,denstrong,0.0898263185191043,-0.0380298349694469,0.218490912090781
1948,83,ni,1.73459688366576,1.30769021428453,2.18224726497894
1948,83,lukemod,1.43469107206276,1.09086407111988,1.78816554780574
1948,83,lukestrong,1.06061265609982,0.904677079538159,1.22682532294698
1948,83,denmod,0.971287132176195,0.593612433882963,1.34305997148846
1948,83,denstrong,0.0915909827490891,-0.0364788749760399,0.221110202557716
1949,84,ni,1.71747393521595,1.30362147483204,2.15511812017025
1949,84,lukemod,1.43476232091359,1.09998377231784,1.78330744906192
1949,84,lukestrong,1.06331521935604,0.90717727123607,1.22933403868334
1949,84,denmod,0.982571849739401,0.612967519729849,1.34803869402446
1949,84,denstrong,0.0944954300410099,-0.034191321062392,0.224122384968656
1950,85,ni,1.71995459658029,1.31432151521309,2.14591929103829
1950,85,lukemod,1.43951726137846,1.10489597413094,1.78781028200889
1950,85,lukestrong,1.06466433138386,0.908622426289187,1.23069908686076
1950,85,denmod,1.01225961984892,0.637700380236348,1.36713462703196
1950,85,denstrong,0.0982843518262439,-0.0288380948774532,0.22550568952667
1951,86,ni,1.70631882629653,1.30363685370765,2.13021603124512
1951,86,lukemod,1.44040315345744,1.1098903535558,1.78610802019091
1951,86,lukestrong,1.06579502704191,0.909587393718696,1.23193232965529
1951,86,denmod,1.00921780809957,0.649146236396963,1.3583307341591
1951,86,denstrong,0.0999952340115068,-0.027992354278013,0.228332199615289
1952,87,ni,1.7105144385093,1.31105220594902,2.12496048716068
1952,87,lukemod,1.44596780054342,1.12160965638734,1.78910305487604
1952,87,lukestrong,1.06851711436198,0.910983346576212,1.23663692935697
1952,87,denmod,1.02749993666493,0.674225816639607,1.38136910643437
1952,87,denstrong,0.102370698833916,-0.0232999846788917,0.230380843399052
1953,88,ni,1.72927562038381,1.32901260859474,2.150534369279
1953,88,lukemod,1.46385648962106,1.13973020009406,1.79766998906559
1953,88,lukestrong,1.06895124222769,0.910223716570309,1.23676318170527
1953,88,denmod,1.0368726085291,0.675547062040421,1.39386106632885
1953,88,denstrong,0.103561588120683,-0.0251775968760378,0.232544795671126
1954,89,ni,1.73549690291145,1.34493677500418,2.15110395042526
1954,89,lukemod,1.46616325977672,1.13328983240835,1.80681143259641
1954,89,lukestrong,1.07076318399395,0.915320526329914,1.2372668879049
1954,89,denmod,1.04893015376892,0.692370742436736,1.40281559074338
1954,89,denstrong,0.103855569775166,-0.0228203226566756,0.233298772336363
1955,90,ni,1.70218584786904,1.31033381734777,2.11876872036782
1955,90,lukemod,1.44713247338716,1.12489067134748,1.78410602157382
1955,90,lukestrong,1.06920617977256,0.913229307359973,1.23513030935816
1955,90,denmod,1.03408700974487,0.679500645881069,1.38708128663142
1955,90,denstrong,0.104839502819342,-0.0224656679005885,0.234578998917431
1956,91,ni,1.66052986918236,1.27292516030373,2.06997268203724
1956,91,lukemod,1.43086714356591,1.10852803916285,1.76626681423158
1956,91,lukestrong,1.06584128915768,0.910055997882241,1.22994844434066
1956,91,denmod,1.0215561570297,0.673493652602438,1.36550633279152
1956,91,denstrong,0.107154657247445,-0.0206563255292905,0.236351749630788
1957,92,ni,1.67493474950734,1.29249136180029,2.06940169757138
1957,92,lukemod,1.4438582581228,1.12179418360931,1.77759514039262
1957,92,lukestrong,1.06981563216841,0.912700674637135,1.2345439516967
1957,92,denmod,1.04817711866227,0.705657828861967,1.38354818535761
1957,92,denstrong,0.110414377958621,-0.0158537413194177,0.239088444907819
1958,93,ni,1.66942738221598,1.29699162429733,2.06456736724479
1958,93,lukemod,1.44420012693444,1.12553001206492,1.77120824661833
1958,93,lukestrong,1.07271921118244,0.915576180392778,1.23633619974467
1958,93,denmod,1.06531791128999,0.732270956297059,1.39599874222764
1958,93,denstrong,0.1127155696771,-0.0143300245079568,0.242095686091228
1959,94,ni,1.69338408619864,1.32442042034266,2.08255454113353
1959,94,lukemod,1.46748910830093,1.14991229096,1.79360624846541
1959,94,lukestrong,1.07723151143921,0.921927152157823,1.24248126101601
1959,94,denmod,1.09601990533735,0.756114507367994,1.42716327104577
1959,94,denstrong,0.116385707747591,-0.011661224031702,0.245726851595123
1960,95,ni,1.67037756787254,1.30700776679915,2.0569197260859
1960,95,lukemod,1.45505624145894,1.14399917150459,1.7727369128071
1960,95,lukestrong,1.07654180056646,0.918814268004281,1.24029097225089
1960,95,denmod,1.0905661434341,0.764377782631111,1.41353120852945
1960,95,denstrong,0.11832390990812,-0.00995113527991288,0.246842581783632
