"scc","prior"
55.843341304322884,"ni"
27.70645620215082,"ni"
51.76792184527946,"ni"
25.258505649138346,"ni"
10.06020450833413,"ni"
230.59405069980028,"ni"
40.60522810779637,"ni"
86.62990860626434,"ni"
72.24025370611564,"ni"
55.93198870824661,"ni"
67.21326777487762,"ni"
49.93214973203002,"ni"
80.94300115991524,"ni"
123.46381835223764,"ni"
118.9495966763648,"ni"
76.80871391063249,"ni"
36.64592726789037,"ni"
86.08138644324708,"ni"
31.601697703470148,"ni"
49.94470319092684,"ni"
16.116842144151104,"ni"
92.20923566132413,"ni"
34.99570685546137,"ni"
64.77401892862213,"ni"
108.68461393425811,"ni"
74.34116313425875,"ni"
33.707118263363164,"ni"
56.57002707112519,"ni"
84.17622839801513,"ni"
110.009426094818,"ni"
40.42847046720605,"ni"
72.53891179963682,"ni"
19.192007985350948,"ni"
103.1040634972199,"ni"
15.313895533242542,"ni"
97.00071357746184,"ni"
85.27045722758271,"ni"
45.6516777771368,"ni"
31.736518105115223,"ni"
59.92509812352509,"ni"
52.49665974192274,"ni"
62.60975076287807,"ni"
40.514777898940565,"ni"
60.58065320062482,"ni"
80.59476364754434,"ni"
43.80788066202478,"ni"
45.648113320077634,"ni"
134.11002796357795,"ni"
38.48512934642522,"ni"
36.61238912041846,"ni"
23.123204344560165,"ni"
69.72959775593087,"ni"
39.27878137549389,"ni"
35.97795597466929,"ni"
69.01394531428055,"ni"
102.53676006612426,"ni"
125.56204698017986,"ni"
26.887155801184942,"ni"
36.33760273511106,"ni"
69.8596094479712,"ni"
61.428067076469404,"ni"
36.79342131326116,"ni"
26.749093333979822,"ni"
41.480353681790426,"ni"
25.665511482323836,"ni"
37.09285142529867,"ni"
66.50810517742077,"ni"
32.091598990121945,"ni"
55.390662727163445,"ni"
35.14452198467011,"ni"
27.387570578260874,"ni"
48.61017895913488,"ni"
34.73362458093642,"ni"
97.92057575320253,"ni"
63.86324802522896,"ni"
175.1724785440792,"ni"
29.745638105141442,"ni"
13.720459293178898,"ni"
179.25401775119596,"ni"
39.66868209739822,"ni"
113.11441190790786,"ni"
41.86548538203095,"ni"
235.5515149904931,"ni"
147.0911781331983,"ni"
29.37933428361101,"ni"
71.01255844875423,"ni"
65.26261057842564,"ni"
20.973515450792835,"ni"
48.46941815124007,"ni"
48.16389404006891,"ni"
141.0188855994461,"ni"
68.59914768035861,"ni"
1750.2558760773459,"ni"
54.11651474206563,"ni"
35.206465024037776,"ni"
46.67396590430822,"ni"
55.35295020040455,"ni"
127.30181218041581,"ni"
29.79010544360963,"ni"
23.27540284216429,"ni"
27.067033938306974,"ni"
110.28808998045038,"ni"
126.1244339976788,"ni"
48.40294676326011,"ni"
52.369907475617744,"ni"
30.88163980648758,"ni"
26.03751566285986,"ni"
34.76788120973592,"ni"
98.47394216544276,"ni"
72.31698134525486,"ni"
84.32758131939244,"ni"
13.847729497599323,"ni"
85.36494924874071,"ni"
126.90385690403971,"ni"
28.5129020528139,"ni"
59.01580420732038,"ni"
38.05619234069971,"ni"
71.91291091520107,"ni"
59.653559031055686,"ni"
49.17992070384456,"ni"
34.49221961183306,"ni"
44.620242671902886,"ni"
28.346138614423094,"ni"
38.60760069796057,"ni"
64.67903552297227,"ni"
44.716169067623575,"ni"
32.982759576622676,"ni"
26.599036446144044,"ni"
86.93303938188919,"ni"
57.901603994943606,"ni"
85.2185310391206,"ni"
86.17080440795796,"ni"
15.698762265002285,"ni"
63.322549929850325,"ni"
26.28852063529174,"ni"
65.69861761592763,"ni"
53.1906983274665,"ni"
24.75703121745295,"ni"
1318.249421906284,"ni"
43.287941760149515,"ni"
53.6623357560028,"ni"
76.74800740619982,"ni"
48.50124410559196,"ni"
30.645413478178874,"ni"
53.912376742113764,"ni"
48.4428031640028,"ni"
111.697373089613,"ni"
76.9655000819012,"ni"
102.07828470109034,"ni"
75.63992320704439,"ni"
47.01295358759522,"ni"
36.97526814388702,"ni"
38.095246627175335,"ni"
90.33239611523622,"ni"
92.0804563850043,"ni"
58.25365387624958,"ni"
75.90259458027822,"ni"
3113.1195749835883,"ni"
68.80535836241279,"ni"
16.463361552261386,"ni"
129.8915665280786,"ni"
51.14051352171008,"ni"
42.86406285184985,"ni"
76.88668375733378,"ni"
52.26439063532382,"ni"
32.74996537264434,"ni"
119.75133423770465,"ni"
310.63476005323236,"ni"
47.65403577903556,"ni"
58.174560889637604,"ni"
90.47587880074501,"ni"
43.87236376596087,"ni"
62.29947080740004,"ni"
176.31461038902776,"ni"
53.835969518945454,"ni"
59.73770080762827,"ni"
48.4886418442036,"ni"
5704.85075078612,"ni"
111.02954052567662,"ni"
44.22696185422689,"ni"
115.88691792748497,"ni"
15.968121100549322,"ni"
36.33458077471635,"ni"
43.10186289417045,"ni"
130.63972538680383,"ni"
74.25769395534104,"ni"
44.32870601211776,"ni"
53.564900726712935,"ni"
58.0271893831424,"ni"
1713.1866432731936,"ni"
29.32668731177384,"ni"
196.89078669006713,"ni"
134.0154112151408,"ni"
72.90873596700332,"ni"
43.63268131474776,"ni"
15.743583498538971,"ni"
80.7553921417066,"ni"
30.796671635155565,"ni"
51.49195853575722,"ni"
60.5182797935016,"ni"
95.3244564175352,"ni"
32.162762972419145,"ni"
38.77224338796003,"ni"
27.40697804125993,"ni"
71.78972794686103,"ni"
53.09965392644423,"ni"
45.551380860566944,"ni"
167.3946513818702,"ni"
61.105795551564796,"ni"
58.09144271916196,"ni"
136.8087037018652,"ni"
56.779483340216906,"ni"
45.51262724759858,"ni"
19.792986081700775,"ni"
52.892554737635855,"ni"
33.49806828443594,"ni"
41.77712732436602,"ni"
19.860922509292042,"ni"
15.030758638501144,"ni"
40.86309227600143,"ni"
30.805666157378592,"ni"
44.91865704673133,"ni"
143.51040017983914,"ni"
36.06394772280552,"ni"
43.65626568410889,"ni"
63.271090171862774,"ni"
55.91659253651072,"ni"
150.59114321698863,"ni"
101.15703838393387,"ni"
57.1150785584909,"ni"
25.21052604723199,"ni"
83.56524756235532,"ni"
45.99533657495342,"ni"
159.27333494919216,"ni"
42.89185248755664,"ni"
12.160952083473788,"ni"
35.06680268326758,"ni"
71.25406541203478,"ni"
92.84167297021969,"ni"
64.75526081999368,"ni"
26.954055558858272,"ni"
97.5856882111754,"ni"
41.69476618359317,"ni"
30.42067930456064,"ni"
31.696416833958924,"ni"
18.546655141297798,"ni"
34.527650440997284,"ni"
73.84522238422768,"ni"
44.49903995560314,"ni"
53.84289262051759,"ni"
29.538615077111274,"ni"
35.83436944622257,"ni"
150.66501966297088,"ni"
174.37423579706757,"ni"
23.657167165869154,"ni"
41.57279979986686,"ni"
100.14715172115505,"ni"
121.1128526082923,"ni"
284.2662117005272,"ni"
45.83590120529921,"ni"
60.684693365116935,"ni"
20.89622196124774,"ni"
98.12862091333334,"ni"
22.25842103118717,"ni"
42.465154144669036,"ni"
50.302557893908805,"ni"
233.52402669258123,"ni"
39.61626320986645,"ni"
15.49587705050719,"ni"
37.93203080585386,"ni"
54.719723368416766,"ni"
86.27301256248451,"ni"
27.928650665089425,"ni"
99.6354518354586,"ni"
62.4319192264745,"ni"
69.3612067811015,"ni"
43.65620953973297,"ni"
45.63937323802799,"ni"
41.03982399033491,"ni"
53.02989444753692,"ni"
75.0996165571422,"ni"
33.30617229294156,"ni"
324.78354493050585,"ni"
34.594833022545515,"ni"
60.7514118145474,"ni"
56.23426335335963,"ni"
99.81122775674174,"ni"
44.17791222977577,"ni"
56.56489823654421,"ni"
25.262133043039423,"ni"
46.943174128703774,"ni"
33.416679082023556,"ni"
51.235688243887466,"ni"
201.32102578538453,"ni"
13.931040010136261,"ni"
38.97479473939516,"ni"
54.06001885054913,"ni"
45.733673836852006,"ni"
233.94336229774518,"ni"
63.57642663693446,"ni"
81.04251748445675,"ni"
65.06933238233894,"ni"
24.503248354099306,"ni"
271.9723002293701,"ni"
52.26296762919528,"ni"
51.18328264284598,"ni"
67.83692201667075,"ni"
31.535711765160293,"ni"
40.50753721111435,"ni"
40.81257209456978,"ni"
51.98464309355604,"ni"
63.75492949130301,"ni"
208.07144669342878,"ni"
41.982204756371424,"ni"
33.149514972356585,"ni"
26.535805010189275,"ni"
47.94595072556432,"ni"
96.05096208924566,"ni"
37.598836631123305,"ni"
31.540351136867077,"ni"
95.28525563999389,"ni"
28.657979076064887,"ni"
112.10752736422933,"ni"
15.22609463345766,"ni"
35.485767952727294,"ni"
133.00960883628247,"ni"
67.41526593428846,"ni"
66.22697412150441,"ni"
59.78226328272399,"ni"
99.96433854900012,"ni"
166.46207933710744,"ni"
221.69854996277624,"ni"
56.21067097655389,"ni"
35.059178051515474,"ni"
41.349419480123686,"ni"
132.07450029405862,"ni"
47.03225797351884,"ni"
37.05318414477925,"ni"
125.65597804391639,"ni"
92.88029885229221,"ni"
55.535188276083375,"ni"
69.06277538527179,"ni"
53.79854737753855,"ni"
50.930761435854635,"ni"
45.25310219376073,"ni"
37.87097285620955,"ni"
60.28493097228722,"ni"
34.46344235021009,"ni"
101.17392523569356,"ni"
44.76860395345558,"ni"
55.8065960992679,"ni"
44.49612277756403,"ni"
78.45736667766606,"ni"
30.608424881629166,"ni"
48.68483071189251,"ni"
75.34052733522107,"ni"
58.70462736582656,"ni"
24.46981721025727,"ni"
72.4188776135979,"ni"
493.5321710588848,"ni"
58.244903729143516,"ni"
1251.5767940238493,"ni"
46.29476452199419,"ni"
61.760460283563376,"ni"
28.972215893182348,"ni"
103.30397225411451,"ni"
47.788619359994,"ni"
47.084587026025225,"ni"
295.78787623722184,"ni"
71.0121095641685,"ni"
39.23266127992699,"ni"
28.680549092139636,"ni"
46.5090380324009,"ni"
20.327899565917075,"ni"
42.46174026291965,"ni"
53.44626468461712,"ni"
37.63388704887844,"ni"
57.393630378683646,"ni"
12.348614702501397,"ni"
91.41592721708078,"ni"
91.94769183794016,"ni"
112.74994273604324,"ni"
24.121705422268356,"ni"
23.532884316046598,"ni"
40.847259979916515,"ni"
79.5098182487233,"ni"
21.93510706281317,"ni"
76.02997802152166,"ni"
61.61570335258951,"ni"
50.14262881170448,"ni"
42.983169104480965,"ni"
26.467525580190102,"ni"
98.22628344883454,"ni"
14.0208476056632,"ni"
27.92080983989391,"ni"
56.379488494227,"ni"
71.17123946484817,"ni"
13.707817970393771,"ni"
58.928655968632775,"ni"
60.200252750082484,"ni"
47.58838390851388,"ni"
42.88658820378503,"ni"
72.99466721315918,"ni"
63.50929738270088,"ni"
41.507269585199026,"ni"
17.713641156319245,"ni"
158.0714860554939,"ni"
33.48829426922773,"ni"
71.13975086768434,"ni"
28.586170102492716,"ni"
48.28109491266259,"ni"
40.95179555918561,"ni"
20.902052949592484,"ni"
43.92366502168888,"ni"
35.0764252335139,"ni"
14.957737310073671,"ni"
33.30248874598725,"ni"
50.162642062958064,"ni"
168.02184808130477,"ni"
39.560007358734524,"ni"
41.651928162888346,"ni"
44.475318802435325,"ni"
85.05320834962244,"ni"
87.38444832258102,"ni"
55.61291684492881,"ni"
167.33933053999903,"ni"
52.40662192987039,"ni"
171.78156438843942,"ni"
57.598740093246164,"ni"
32.01164796912847,"ni"
20.796285007234182,"ni"
46.42845737989275,"ni"
103.97950804512365,"ni"
26.21728637857388,"ni"
46.46850358906741,"ni"
105.64927938210123,"ni"
101.11765433881821,"ni"
22.922525513504482,"ni"
28.332955727851996,"ni"
18.32773179214324,"ni"
23.196547197564374,"ni"
185.3120849044472,"ni"
98.38385153790007,"ni"
50.81067890421845,"ni"
125.15578416702094,"ni"
67.5395832505819,"ni"
27.573708944449205,"ni"
93.86738519467322,"ni"
52.149638967597554,"ni"
40.9961540791333,"ni"
53.785053774486194,"ni"
70.66704165178427,"ni"
86.80889285578948,"ni"
59.42341389297021,"ni"
74.96319289094518,"ni"
75.1916582009769,"ni"
74.37625569041563,"ni"
64.95995682933055,"ni"
20.687661048733347,"ni"
86.3498686161709,"ni"
27.450726002913214,"ni"
17.95623341539453,"ni"
51.08105468920439,"ni"
52.08842677131468,"ni"
39.52814052482041,"ni"
62.467406651493924,"ni"
328.3704848436513,"ni"
31.150072788020243,"ni"
96.97268378400099,"ni"
73.87632705146983,"ni"
69.31010785266454,"ni"
55.97653627446869,"ni"
36.306093751581514,"ni"
48.6221169180019,"ni"
46.1122164520513,"ni"
22.555618131730352,"ni"
47.411509615627764,"ni"
133.70524281973906,"ni"
90.89979597325991,"ni"
100.54239018684724,"ni"
1305.4028323309808,"ni"
214.42429867417172,"ni"
45.605859442744276,"ni"
76.14969306215005,"ni"
49.95113799100166,"ni"
30.248171916663896,"ni"
36.02699294600985,"ni"
27.929797437289473,"ni"
100.99439049244286,"ni"
34.984738014062444,"ni"
97.18344482401633,"ni"
48.50499988448289,"ni"
73.7476429507082,"ni"
142.23830602405022,"ni"
40.98302595066991,"ni"
32.5191331267738,"ni"
73.69672297468303,"ni"
28.262523554372134,"ni"
37.44729102973433,"ni"
15.653465774607579,"ni"
62.25078535071778,"ni"
26.431385149553623,"ni"
103.03241079714718,"ni"
78.15246067587337,"ni"
20.877236184526467,"ni"
151.71880881578554,"ni"
94.56091035285276,"ni"
50.68232910711005,"ni"
128.3951776470801,"ni"
24.90986779833551,"ni"
64.02908176622918,"ni"
29.90065049246589,"ni"
113.22818064426282,"ni"
38.11358757670776,"ni"
135.92059425126516,"ni"
40.67828345582037,"ni"
64.74045919974137,"ni"
34.83368644489975,"ni"
105.67226357022354,"ni"
73.5565539122547,"ni"
42.556256735765366,"ni"
84.2278010277498,"ni"
16.43081253551414,"ni"
29.35941919545505,"ni"
122.14164911466067,"ni"
87.50209239659266,"ni"
48.40929164087627,"ni"
239.86372081254018,"ni"
64.90747052911809,"ni"
27.89368613284573,"ni"
36.09365910165017,"ni"
34.29396420625384,"ni"
22.122796210095398,"ni"
12.18092708331722,"ni"
38.698357439349195,"ni"
101.78529559574109,"ni"
30.417892583483436,"ni"
86.31261288391214,"ni"
19.235036945001085,"ni"
50.56087190539354,"ni"
48.825503008813456,"ni"
117.04469163811484,"ni"
95.11392503881898,"ni"
120.59711305611863,"ni"
76.83991684685003,"ni"
79.76871940784275,"ni"
53.61110997795306,"ni"
25.33680963779424,"ni"
33.89208949694228,"ni"
44.877307017325926,"ni"
46.49901600225195,"ni"
53.2249646738466,"ni"
86.61866764169741,"ni"
71.18752836982279,"ni"
21.495063650463145,"ni"
167.4514818066046,"ni"
51.20114092343705,"ni"
55.092077032032904,"ni"
22.304530546094615,"ni"
12.813453341833785,"ni"
50.037103222406905,"ni"
63.12811427921427,"ni"
154.1240154098753,"ni"
32.19699181756958,"ni"
160.34162188360924,"ni"
46.76622048280437,"ni"
59.824088785329636,"ni"
34.01763464138301,"ni"
38.46791974401817,"ni"
79.2349606703685,"ni"
47.004014199361926,"ni"
16.87622414248846,"ni"
57.68460098177406,"ni"
44.80585521447174,"ni"
115.25423996883917,"ni"
49.970479957701606,"ni"
94.67042685626801,"ni"
94.04885431045524,"ni"
81.58871325003051,"ni"
56.535299413991204,"ni"
17.576018473938447,"ni"
27.011138471021294,"ni"
81.803073297251,"ni"
30.50961914607369,"ni"
85.82000310015748,"ni"
65.16126535338594,"ni"
156.86631137196068,"ni"
58.33356248074789,"ni"
62.122344544426255,"ni"
72.93063612224942,"ni"
37.00357862752668,"ni"
114.37808187924283,"ni"
35.546257266924364,"ni"
96.13354319908068,"ni"
81.41011315306348,"ni"
38.266688406667896,"ni"
120.95139143882587,"ni"
143.15326791718596,"ni"
143.3728640927333,"ni"
169.66423519715914,"ni"
70.12831060285494,"ni"
96.49030141362245,"ni"
21.755926609113935,"ni"
35.24651517503424,"ni"
164.3985471112972,"ni"
85.15680509458102,"ni"
52.78332309626285,"ni"
178.069454798344,"ni"
142.86352393937642,"ni"
44.787199352593916,"ni"
27.35606974071731,"ni"
20.10648370845855,"ni"
80.3864127543581,"ni"
41.38548183280065,"ni"
56.65381099537942,"ni"
71.94727005283124,"ni"
26.116901687822775,"ni"
65.4707501417754,"ni"
36.85217229468692,"ni"
94.49792823836248,"ni"
71.48369610249993,"ni"
45.875108120361894,"ni"
47.99258316461175,"ni"
53.263374876602555,"ni"
160.7976031025571,"ni"
53.887430286820994,"ni"
80.04071226728708,"ni"
21.76889733303209,"ni"
28.382904055326215,"ni"
47.12041265564697,"ni"
39.58535236400916,"ni"
57.923526598716904,"ni"
137.6445866721481,"ni"
31.08540477384764,"ni"
69.31360279181021,"ni"
78.22992754163624,"ni"
19.573721730950083,"ni"
17.632269599098525,"ni"
510.1699740517502,"ni"
83.05514876360762,"ni"
79.57564885856311,"ni"
54.040891694296334,"ni"
42.39523614119281,"ni"
39.55048397399112,"ni"
21.59402451512507,"ni"
46.33087088342292,"ni"
60.76853127439078,"ni"
30.8240394359569,"ni"
61.68681582400794,"ni"
131.3131045892467,"ni"
86.3703095082706,"ni"
79.14723100152945,"ni"
47.281760665164505,"ni"
103.51535819808355,"ni"
