year,rcp,had,had_025,had_975,cw,cw_1sigma,giss,trf,volc,solar,anthro,ghg,co2ch4n2o,co2,fgassum,mhalosum,aerosols,other,soi,amo,had_full,cw_full,giss_full,volc_mean,soi_mean,amo_mean
2033,rcp26,,,,,,,2.9625023,,0.18119062,2.7813117,3.3514865,3.0268087,2.410389,0.073532829,0.25114497,-0.20663552,-0.3635392345,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2034,rcp26,,,,,,,2.9843937,,0.19056187,2.7938319,3.3600707,3.03814,2.4234322,0.075089417,0.24684127,-0.20404496,-0.3621938659,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2035,rcp26,,,,,,,2.979656,,0.17415125,2.8055047,3.3676849,3.0485363,2.4353984,0.076637288,0.24251137,-0.20145441,-0.3607257754,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2036,rcp26,,,,,,,2.9465741,,0.13018687,2.8163872,3.374387,3.0580463,2.446341,0.078176738,0.23816392,-0.19886386,-0.3591359229,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2037,rcp26,,,,,,,2.9125709,,0.086078125,2.8264928,3.3801984,3.0666828,2.4562751,0.07970821,0.23380734,-0.19627331,-0.3574322765,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2038,rcp26,,,,,,,2.8950053,,0.059268125,2.8357372,3.3850404,3.0743626,2.4651311,0.081231495,0.22944634,-0.19368275,-0.3556204718,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2039,rcp26,,,,,,,2.887172,,0.043176875,2.8439951,3.3887954,3.0809666,2.4728117,0.082745918,0.22508289,-0.1910922,-0.3537080961,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2040,rcp26,,,,,,,2.8823814,,0.032265625,2.8501158,3.3914133,3.0864429,2.4792816,0.084251025,0.22071938,-0.1890899,-0.3522076474,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2041,rcp26,,,,,,,2.878648,,0.025655,2.852993,3.392904,3.0907986,2.4845592,0.085746632,0.21635877,-0.18826409,-0.3516468521,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2042,rcp26,,,,,,,2.9263755,,0.07252875,2.8538468,3.3934541,3.0941999,2.4890285,0.087190809,0.21206343,-0.18802652,-0.35158081129,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2043,rcp26,,,,,,,2.9999617,,0.14625187,2.8537099,3.3930964,3.096668,2.492932,0.088543148,0.20788532,-0.18778896,-0.35159762124,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2044,rcp26,,,,,,,3.0337318,,0.18119062,2.8525412,3.3918326,3.0982099,2.4962599,0.089808355,0.20381436,-0.1875514,-0.35174001112,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2045,rcp26,,,,,,,3.0411667,,0.19056187,2.8506048,3.3899101,3.0990694,2.4992093,0.090992553,0.19984816,-0.18731383,-0.35199148932,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2046,rcp26,,,,,,,3.0222,,0.17415125,2.8480488,3.3874686,3.0993837,2.5018786,0.092101056,0.19598375,-0.18707627,-0.352343521842,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2047,rcp26,,,,,,,2.9751252,,0.13018687,2.8449384,3.3845572,3.0992005,2.5042823,0.093138622,0.19221806,-0.18683871,-0.352780112453095,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2048,rcp26,,,,,,,2.9274165,,0.086078125,2.8413383,3.3811881,3.0985297,2.5063985,0.094109718,0.18854861,-0.18660114,-0.353248596,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2049,rcp26,,,,,,,2.896467,,0.059268125,2.8371989,3.3772726,3.0972841,2.5081234,0.095017675,0.18497081,-0.18636358,-0.353710117,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2050,rcp26,,,,,,,2.8747918,,0.043176875,2.831615,3.3726831,3.0953396,2.5093272,0.095864952,0.18147861,-0.18649316,-0.354574982,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2051,rcp26,,,,,,,2.85599,,0.032265625,2.8237243,3.3673636,3.0926426,2.5099484,0.096654006,0.17806696,-0.18735704,-0.356282182,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2052,rcp26,,,,,,,2.8401387,,0.025655,2.8144837,3.3615824,3.0893921,2.5100591,0.097438956,0.1747514,-0.18858807,-0.358510638,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2053,rcp26,,,,,,,2.8774749,,0.07252875,2.8049461,3.3555936,3.0857776,2.5097348,0.098270018,0.17154599,-0.1898191,-0.360828385,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2054,rcp26,,,,,,,2.9412745,,0.14625187,2.7950227,3.349238,3.0816575,2.5088698,0.099140754,0.16843974,-0.19105013,-0.363165195,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2055,rcp26,,,,,,,2.9658714,,0.18119062,2.7846807,3.3424937,3.0770236,2.5074795,0.1000461,0.165424,-0.19228115,-0.365531827,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2056,rcp26,,,,,,,2.9646993,,0.19056187,2.7741374,3.3355732,3.0720933,2.5057709,0.10098374,0.16249618,-0.19351218,-0.36792363,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2057,rcp26,,,,,,,2.9376612,,0.17415125,2.7635099,3.3285911,3.0669863,2.5038579,0.10195154,0.15965327,-0.19474321,-0.370337934,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2058,rcp26,,,,,,,2.8830098,,0.13018687,2.752823,3.32157,3.0617301,2.501764,0.10294762,0.15689232,-0.19597424,-0.372772824,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2059,rcp26,,,,,,,2.8281438,,0.086078125,2.7420657,3.3144966,3.0563152,2.4994739,0.10397054,0.15421092,-0.19720527,-0.375225678,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2060,rcp26,,,,,,,2.791148,,0.059268125,2.7318799,3.3072581,3.0506348,2.4968871,0.10501828,0.15160502,-0.19806219,-0.377316046,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2061,rcp26,,,,,,,2.7660606,,0.043176875,2.7228837,3.2997019,3.044544,2.4938736,0.10608839,0.14906945,-0.19817092,-0.378647243,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2062,rcp26,,,,,,,2.7463659,,0.032265625,2.7141003,3.2918943,3.0381088,2.4903603,0.10718043,0.1466051,-0.19790554,-0.379888486,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2063,rcp26,,,,,,,2.7306153,,0.025655,2.7049603,3.2839535,3.031446,2.4863346,0.10829428,0.14421325,-0.19764017,-0.381353032,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2064,rcp26,,,,,,,2.7683342,,0.07252875,2.6958055,3.2758551,3.0245372,2.4818104,0.10942834,0.14188961,-0.19737479,-0.382674868,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2065,rcp26,,,,,,,2.8327162,,0.14625187,2.6864643,3.2674509,3.0172445,2.4767013,0.11057938,0.139627,-0.19710942,-0.383877152,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2066,rcp26,,,,,,,2.8580947,,0.18119062,2.6769041,3.2587248,3.0095597,2.4710359,0.1117451,0.13741997,-0.19684404,-0.384976634,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2067,rcp26,,,,,,,2.857903,,0.19056187,2.6673411,3.2498941,3.0017006,2.4650351,0.11292574,0.13526776,-0.19657867,-0.385974263,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2068,rcp26,,,,,,,2.8320412,,0.17415125,2.65789,3.2410755,2.993785,2.4588226,0.11412132,0.13316918,-0.19631329,-0.386872274,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2069,rcp26,,,,,,,2.7787573,,0.13018687,2.6485704,3.2322915,2.9858366,2.4524283,0.11533182,0.13112305,-0.19604792,-0.387673154,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2070,rcp26,,,,,,,2.7259277,,0.086078125,2.6398496,3.2235271,2.9778412,2.4458415,0.11655743,0.12912849,-0.19532022,-0.38835732,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2071,rcp26,,,,,,,2.6913514,,0.059268125,2.6320833,3.2146657,2.969685,2.4389631,0.11779743,0.12718324,-0.19366789,-0.388914522,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2072,rcp26,,,,,,,2.6680246,,0.043176875,2.6248477,3.2057637,2.961451,2.431899,0.11902688,0.1252858,-0.19155324,-0.389362808,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2073,rcp26,,,,,,,2.6500265,,0.032265625,2.6177608,3.1969319,2.9532739,2.4248023,0.12022287,0.12343506,-0.18943859,-0.38973246,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2074,rcp26,,,,,,,2.6364107,,0.025655,2.6107557,3.1881273,2.945111,2.4176432,0.12138781,0.12162853,-0.18732394,-0.390047675,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2075,rcp26,,,,,,,2.6763428,,0.07252875,2.6038141,3.1793369,2.9369491,2.41042,0.12252382,0.11986393,-0.18520929,-0.390313514,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2076,rcp26,,,,,,,2.743034,,0.14625187,2.5967822,3.1704214,2.9286541,2.4030304,0.12363077,0.11813652,-0.18309464,-0.390544602,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2077,rcp26,,,,,,,2.770836,,0.18119062,2.5896453,3.1613754,2.9202233,2.3954915,0.1247092,0.11644287,-0.18097999,-0.390750033,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2078,rcp26,,,,,,,2.7731986,,0.19056187,2.5826367,3.152426,2.9118805,2.3880151,0.12576221,0.11478329,-0.17886533,-0.390923931,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2079,rcp26,,,,,,,2.7500358,,0.17415125,2.5758846,3.1436978,2.9037478,2.3807154,0.12679234,0.11315769,-0.17675068,-0.39106253,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2080,rcp26,,,,,,,2.6993194,,0.13018687,2.5691325,3.1352186,2.8958508,2.3736122,0.12780187,0.11156591,-0.17466102,-0.391425082,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2081,rcp26,,,,,,,2.6481605,,0.086078125,2.5620823,3.1269792,2.8881781,2.3666866,0.12879311,0.11000802,-0.17262134,-0.392275499,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2082,rcp26,,,,,,,2.6145165,,0.059268125,2.5552484,3.1188809,2.8806536,2.3598753,0.12974384,0.1084835,-0.17060664,-0.393025882,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2083,rcp26,,,,,,,2.5919424,,0.043176875,2.5487655,3.1107834,2.8731598,2.3530811,0.13063268,0.10699095,-0.16859195,-0.393425957,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2084,rcp26,,,,,,,2.5744774,,0.032265625,2.5422117,3.1026074,2.8656155,2.3462297,0.1314633,0.10552867,-0.16657726,-0.393818438,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2085,rcp26,,,,,,,2.5612248,,0.025655,2.5355698,3.0943373,2.8580028,2.3393069,0.1322392,0.10409533,-0.16456256,-0.394204919,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2086,rcp26,,,,,,,2.6013673,,0.07252875,2.5288386,3.0859732,2.85032,2.3323137,0.13296352,0.10268973,-0.16254787,-0.394586784,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2087,rcp26,,,,,,,2.6681347,,0.14625187,2.5218828,3.0773913,2.8424459,2.3251533,0.13363696,0.10130853,-0.16053317,-0.394975354,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2088,rcp26,,,,,,,2.6958948,,0.18119062,2.5147041,3.0685994,2.8343891,2.3178475,0.13426092,0.099949427,-0.15851848,-0.395376785,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2089,rcp26,,,,,,,2.6981114,,0.19056187,2.5075495,3.0598361,2.8263834,2.3106122,0.13483951,0.098613205,-0.15650379,-0.395782757,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2090,rcp26,,,,,,,2.6747318,,0.17415125,2.5005805,3.0512345,2.818558,2.3035641,0.13537621,0.097300274,-0.15456981,-0.396084124,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2091,rcp26,,,,,,,2.6240521,,0.13018687,2.4938653,3.0428292,2.8109441,2.296724,0.13587416,0.096010922,-0.15279728,-0.396166672,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2092,rcp26,,,,,,,2.5734336,,0.086078125,2.4873555,3.0346748,2.8036068,2.290138,0.13632204,0.094745889,-0.15110546,-0.396213808,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2093,rcp26,,,,,,,2.5402522,,0.059268125,2.4809841,3.0267175,2.7965043,2.2837587,0.13670834,0.093504834,-0.14941365,-0.396319774,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2094,rcp26,,,,,,,2.5178727,,0.043176875,2.4746958,3.0188058,2.7894835,2.2774439,0.13703593,0.092286376,-0.14772183,-0.396388154,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2095,rcp26,,,,,,,2.500678,,0.032265625,2.4684124,3.0108648,2.7824677,2.2711242,0.13730763,0.091089443,-0.14603002,-0.396422353,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2096,rcp26,,,,,,,2.4877713,,0.025655,2.4621163,3.0028787,2.7754392,2.2647858,0.13752624,0.08991325,-0.1443382,-0.39642414,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2097,rcp26,,,,,,,2.5283353,,0.07252875,2.4558066,2.994848,2.7683966,2.258431,0.13769431,0.088757074,-0.14264639,-0.396395068,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2098,rcp26,,,,,,,2.5956011,,0.14625187,2.4493492,2.9866504,2.76122,2.2519641,0.13781204,0.087618353,-0.14095457,-0.396346611,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2099,rcp26,,,,,,,2.6239382,,0.18119062,2.4427475,2.9782953,2.7539195,2.2454088,0.13788045,0.086495404,-0.13926276,-0.396285059,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
2100,rcp26,,,,,,,2.6258126,,0.19056187,2.4352507,2.9700224,2.7467299,2.2389825,0.13790337,0.085389132,-0.1379939,-0.396777805,,,,,,0.0178146542751773,-0.0956111111111111,-0.00443073593073593
1866,rcp45,0.0506666666666666,-0.168333333333333,0.258666666666667,-0.00933333333333336,0.067,,0.15596621,0.21907859,-0.0242375,0.18020371,0.264828,0.26472348,0.1895378,0,0.00010452,-0.049152494,-0.035471797,-0.25,0.214,0.0506666666666666,-0.00933333333333336,,0.21907859,-0.25,0.214
1867,rcp45,-0.0193333333333334,-0.233333333333333,0.188666666666667,-0.0623333333333334,0.067,,0.1505226,0.22901714,-0.024600625,0.17512323,0.26787348,0.26776222,0.19140242,0,0.0001112605,-0.050998163,-0.041752084,-0.0833333333333333,0.1525,-0.0193333333333334,-0.0623333333333334,,0.22901714,-0.0833333333333333,0.1525
1868,rcp45,0.0636666666666667,-0.146333333333333,0.263666666666667,0.0216666666666666,0.068,,0.17369163,0.23107339,-0.0025725,0.17626413,0.27138324,0.27126523,0.19373219,0,0.0001180075,-0.052157318,-0.042961786,-1.38333333333333,0.164583333333333,0.0636666666666667,0.0216666666666666,,0.23107339,-1.38333333333333,0.164583333333333
1869,rcp45,0.0396666666666666,-0.149333333333333,0.219666666666667,-0.00633333333333336,0.066,,0.21785672,0.22284839,0.03553375,0.18232298,0.27535688,0.27523214,0.19652669,0,0.000124748,-0.052479537,-0.040554374,0.625,0.1055,0.0396666666666666,-0.00633333333333336,,0.22284839,0.625,0.1055
1870,rcp45,0.0256666666666666,-0.145333333333333,0.191666666666667,-0.0423333333333333,0.059,,0.25113271,0.21873589,0.06412875,0.18700396,0.27938161,0.27925015,0.19931973,0,0.0001314625,-0.05286365,-0.039513993,-0.266666666666667,0.02825,0.0256666666666666,-0.0423333333333333,,0.21873589,-0.266666666666667,0.02825
1871,rcp45,-0.0333333333333334,-0.212333333333333,0.144666666666667,-0.0603333333333334,0.058,,0.24939782,0.2194213,0.06727,0.18212782,0.2837839,0.28364571,0.2025763,0,0.00013819,-0.056344098,-0.045311981,-0.283333333333333,0.041,-0.0333333333333334,-0.0603333333333334,,0.2194213,-0.283333333333333,0.041
1872,rcp45,0.0746666666666666,-0.0953333333333334,0.239666666666667,-0.0163333333333334,0.059,,0.21568884,0.2070838,0.051760625,0.16392822,0.28859483,0.28844988,0.20629582,0,0.00014495,-0.062365425,-0.062301188,3.11666666666667,0.10325,0.0746666666666666,-0.0163333333333334,,0.2070838,3.11666666666667,0.10325
1873,rcp45,-0.00233333333333335,-0.166333333333333,0.157666666666667,0.00166666666666665,0.059,,0.17641352,0.19337547,0.0265125,0.14990102,0.2939516,0.29379989,0.21047702,0,0.00015171,-0.066540858,-0.077509722,0.216666666666667,0.0574166666666667,-0.00233333333333335,0.00166666666666665,,0.19337547,0.216666666666667,0.0574166666666667
1874,rcp45,-0.0663333333333334,-0.230333333333333,0.0926666666666666,-0.0853333333333334,0.058,,0.15247698,0.20125776,-2.1874985e-05,0.15249886,0.30023225,0.30007378,0.21558294,0,0.00015847,-0.06634168,-0.081391713,1.01666666666667,-0.01175,-0.0663333333333334,-0.0853333333333334,,0.20125776,1.01666666666667,-0.01175
1875,rcp45,-0.0933333333333334,-0.256333333333333,0.0636666666666667,-0.0763333333333334,0.058,,0.13840011,0.19406089,-0.020846875,0.15924699,0.30702371,0.30685848,0.22114773,0,0.00016523,-0.065586964,-0.082189756,0.258333333333333,0.0440833333333333,-0.0933333333333334,-0.0763333333333334,,0.19406089,0.258333333333333,0.0440833333333333
1876,rcp45,-0.0823333333333334,-0.241333333333333,0.0736666666666666,-0.0873333333333334,0.057,,0.13537358,0.15293589,-0.031731875,0.16710546,0.31418656,0.31401424,0.22716948,0,0.000172315,-0.066558914,-0.080522188,0.641666666666667,-0.0134166666666667,-0.0823333333333334,-0.0873333333333334,,0.15293589,0.641666666666667,-0.0134166666666667
1877,rcp45,0.226666666666667,0.0666666666666667,0.382666666666667,0.216666666666667,0.057,,0.14450085,0.14848068,-0.0351575,0.17965835,0.32221422,0.3220343,0.23410923,0,0.00017992,-0.065808976,-0.076746898,-2.64166666666667,0.249583333333333,0.226666666666667,0.216666666666667,,0.14848068,-2.64166666666667,0.249583333333333
1878,rcp45,0.336666666666667,0.180666666666667,0.493666666666667,0.304666666666667,0.058,,0.15385686,0.18035255,-0.036675625,0.19053248,0.33077946,0.33059155,0.24150205,0,0.000187915,-0.06440044,-0.075846545,0.208333333333333,0.460416666666667,0.336666666666667,0.304666666666667,,0.18035255,0.208333333333333,0.460416666666667
1879,rcp45,0.0716666666666666,-0.0783333333333334,0.217666666666667,0.0406666666666666,0.056,,0.16630282,0.20194318,-0.029553125,0.19585594,0.3397948,0.3395985,0.24934541,0,0.0001963,-0.065545249,-0.078393612,1.96666666666667,0.133083333333333,0.0716666666666666,0.0406666666666666,,0.20194318,1.96666666666667,0.133083333333333
1880,rcp45,0.0746666666666666,-0.0783333333333334,0.225666666666667,0.0126666666666667,0.051,0.0116666666666666,0.18430345,0.21565151,-0.00942375,0.1937272,0.34985586,0.34965085,0.25809794,0,0.00020501,-0.071123292,-0.085005365,1.18333333333333,0.07,0.0746666666666666,0.0126666666666667,0.0116666666666666,0.21565151,1.18333333333333,0.07
1881,rcp45,0.101666666666667,-0.0533333333333333,0.253666666666667,0.0736666666666666,0.051,0.101666666666667,0.20635684,0.22284839,0.01064,0.19571685,0.36049885,0.36028474,0.26729609,0,0.00021411,-0.07404124,-0.090740769,-0.983333333333333,0.0495,0.101666666666667,0.0736666666666666,0.101666666666667,0.22284839,-0.983333333333333,0.0495
1882,rcp45,0.0886666666666666,-0.0613333333333334,0.233666666666667,0.0146666666666667,0.051,0.0916666666666666,0.22869478,0.11112547,0.0210525,0.20764228,0.37066673,0.37044306,0.27602009,0,0.000223665,-0.074124865,-0.088899585,-0.95,-0.0191666666666667,0.0886666666666666,0.0146666666666667,0.0916666666666666,0.11112547,-0.95,-0.0191666666666667
1883,rcp45,0.00566666666666665,-0.131333333333333,0.141666666666667,-0.0403333333333334,0.051,0.0116666666666666,0.23900169,-0.80253495,0.02190125,0.21710044,0.38036098,0.38012737,0.28427149,0,0.00023361,-0.07622334,-0.087037207,-0.683333333333333,-0.0263333333333333,0.00566666666666665,-0.0403333333333334,0.0116666666666666,-0.80253495,-0.683333333333333,-0.0263333333333333
1884,rcp45,-0.107333333333333,-0.243333333333333,0.0256666666666666,-0.200333333333333,0.049,-0.0883333333333334,0.2355262,-1.5373016,0.010583125,0.2249431,0.38990514,0.38966119,0.29251018,0,0.000243945,-0.076438974,-0.08852306,-0.758333333333333,-0.0699166666666667,-0.107333333333333,-0.200333333333333,-0.0883333333333334,-1.5373016,-0.758333333333333,-0.0699166666666667
1885,rcp45,-0.0873333333333334,-0.226333333333333,0.0476666666666666,-0.183333333333333,0.049,-0.118333333333333,0.22513465,-0.94407349,-0.010530625,0.23566528,0.39838685,0.39813212,0.29982345,0,0.000254735,-0.074481826,-0.088239749,-1.075,-0.01875,-0.0873333333333334,-0.183333333333333,-0.118333333333333,-0.94407349,-1.075,-0.01875
1886,rcp45,-0.0653333333333334,-0.203333333333333,0.0656666666666667,-0.152333333333333,0.05,-0.118333333333333,0.21270866,-0.44851724,-0.0316925,0.24440116,0.40562556,0.40535951,0.30575788,0,0.000266045,-0.073133201,-0.088091192,1.1,0.12825,-0.0653333333333334,-0.152333333333333,-0.118333333333333,-0.44851724,1.1,0.12825
1887,rcp45,-0.116333333333333,-0.253333333333333,0.0126666666666667,-0.192333333333333,0.05,-0.148333333333333,0.20415727,-0.32137245,-0.044279375,0.24843665,0.4119969,0.41171903,0.31077419,0,0.000277875,-0.073754913,-0.089805337,0.833333333333333,0.12625,-0.116333333333333,-0.192333333333333,-0.148333333333333,-0.32137245,0.833333333333333,0.12625
1888,rcp45,-0.00533333333333336,-0.140333333333333,0.123666666666667,-0.0403333333333334,0.049,0.0216666666666666,0.194421424,-0.21102036,-0.0505225,0.24494393,0.41736708,0.41707685,0.31487495,0,0.000290225,-0.078237394,-0.094185757,-1.80833333333333,0.199583333333333,-0.00533333333333336,-0.0403333333333334,0.0216666666666666,-0.21102036,-1.80833333333333,0.199583333333333
1889,rcp45,0.130666666666667,-0.0113333333333334,0.263666666666667,0.0936666666666667,0.048,0.0916666666666666,0.19299621,-0.27750578,-0.0530425,0.24603871,0.42236276,0.42205967,0.31851727,0,0.000303095,-0.080006981,-0.096317076,0.025,0.202083333333333,0.130666666666667,0.0936666666666667,0.0916666666666666,-0.27750578,0.025,0.202083333333333
1890,rcp45,-0.114333333333333,-0.255333333333333,0.0166666666666667,-0.156333333333333,0.049,-0.168333333333333,0.20816783,-0.3316537,-0.04025875,0.24842658,0.42698525,0.4266687,0.32170241,0,0.00031655,-0.080852025,-0.097706645,0.966666666666667,-0.14075,-0.114333333333333,-0.156333333333333,-0.168333333333333,-0.3316537,0.966666666666667,-0.14075
1891,rcp45,-0.0283333333333334,-0.174333333333333,0.106666666666667,-0.0653333333333334,0.049,-0.0383333333333333,0.23357291,-0.2617412,-0.01243375,0.24600666,0.43128557,0.43095498,0.32443091,0,0.00033059,-0.084851577,-0.100427338,-0.45,0.0381666666666667,-0.0283333333333334,-0.0653333333333334,-0.0383333333333333,-0.2617412,-0.45,0.0381666666666667
1892,rcp45,-0.153333333333333,-0.301333333333333,-0.0163333333333334,-0.170333333333333,0.049,-0.0683333333333334,0.259100135,-0.087645365,0.01336125,0.24573889,0.43571861,0.43537339,0.32715801,0,0.000345215,-0.086927081,-0.103052632,0.583333333333333,-0.08825,-0.153333333333333,-0.170333333333333,-0.0683333333333334,-0.087645365,0.583333333333333,-0.08825
1893,rcp45,-0.171333333333333,-0.315333333333333,-0.0353333333333334,-0.139333333333333,0.049,-0.118333333333333,0.280305303,0.060061927,0.034181875,0.24612343,0.43947523,0.43911467,0.32942964,0,0.000360555,-0.087720163,-0.105631635,1.46666666666667,-0.00241666666666666,-0.171333333333333,-0.139333333333333,-0.118333333333333,0.060061927,1.46666666666667,-0.00241666666666666
1894,rcp45,-0.108333333333333,-0.249333333333333,0.0296666666666666,-0.111333333333333,0.05,-0.108333333333333,0.28916082,0.16938589,0.04360125,0.24555958,0.44255621,0.4421796,0.33124617,0,0.00037661,-0.087980233,-0.109016401,0.45,-0.240916666666667,-0.108333333333333,-0.111333333333333,-0.108333333333333,0.16938589,0.45,-0.240916666666667
1895,rcp45,-0.0883333333333334,-0.229333333333333,0.0456666666666666,-0.0763333333333334,0.048,-0.0283333333333334,0.27311987,0.1618463,0.02968,0.24343987,0.44577046,0.44537714,0.33306208,0,0.000393315,-0.088638152,-0.113692433,-0.475,-0.0920833333333333,-0.0883333333333334,-0.0763333333333334,-0.0283333333333334,0.1618463,-0.475,-0.0920833333333333
1896,rcp45,0.115666666666667,-0.0253333333333334,0.251666666666667,0.0896666666666667,0.048,0.0816666666666666,0.246371061,0.016537969,0.0023975,0.24397357,0.44911767,0.44870693,0.33487737,0,0.000410735,-0.088615369,-0.11652873,-1.49166666666667,0.108833333333333,0.115666666666667,0.0896666666666667,0.0816666666666666,0.016537969,-1.49166666666667,0.108833333333333
1897,rcp45,0.0956666666666666,-0.0463333333333333,0.230666666666667,0.0836666666666666,0.047,0.0816666666666666,0.227849966,-0.064683906,-0.01924125,0.24709122,0.45286711,0.45243811,0.33714553,0,0.000429,-0.08726204,-0.118513849,-1.025,0.112,0.0956666666666666,0.0836666666666666,0.0816666666666666,-0.064683906,-1.025,0.112
1898,rcp45,-0.110333333333333,-0.250333333333333,0.0246666666666666,-0.144333333333333,0.047,-0.0783333333333334,0.220913445,0.037785885,-0.029859375,0.25077282,0.45797425,0.4575262,0.34077243,0,0.000448045,-0.08583238,-0.121369043,0.925,0.0760833333333333,-0.110333333333333,-0.144333333333333,-0.0783333333333334,0.037785885,0.925,0.0760833333333333
1899,rcp45,0.0126666666666667,-0.126333333333333,0.147666666666667,0.00166666666666665,0.047,0.0216666666666666,0.21745341,0.15053693,-0.036728125,0.25418154,0.46448618,0.46401825,0.34575562,0,0.000467935,-0.08578526,-0.124519384,0.333333333333333,0.129083333333333,0.0126666666666667,0.00166666666666665,0.0216666666666666,0.15053693,0.333333333333333,0.129083333333333
1900,rcp45,0.0986666666666666,-0.0433333333333333,0.235666666666667,0.117666666666667,0.046,0.111666666666667,0.21281463,0.20194318,-0.045101875,0.25791651,0.47166844,0.47117444,0.35118677,5.2650461e-06,0.000488735,-0.086680533,-0.127071393,-1.23333333333333,0.0985,0.0986666666666666,0.117666666666667,0.111666666666667,0.20194318,-1.23333333333333,0.0985
